text,start,duration,time_midpoint,vader,textblob,llama3
every morning every evening ain't we got,18.96,5.2,21.56,0.0,0.0,0.4
not much money,24.16,6.92,27.62,0.0,-0.1,-0.7
ain't we got fun,27.199,3.881,29.1395,-0.4023,0.3,0.7
in the summer don't we have fun,42.399,7.201,45.9995,-0.4023,0.3,0.7
times are bad and getting better still,46.16,5.76,49.04,-0.1531,-0.09999999999999992,0.6
we have fun,49.6,4.639,51.9195,0.5106,0.3,0.7
there's nothing sure,51.92,4.56,54.2,-0.2411,0.5,-0.5
the rich get rich and the poor get,54.239,4.64,56.559,0.6249,0.11666666666666665,0.2
people like us,66.88,5.62,69.69,0.3612,0.0,0.7
brush your teeth,94.64,3.04,96.16,0.0,0.0,0.6
breakfast ready,96.079,3.121,97.6395,0.3612,0.2,0.7
as soon as your father gets down i'm,97.68,4.56,99.96,0.0,-0.15555555555555559,-0.7
hungry oh my my gray jumper with a white,99.2,5.68,102.04,0.0,0.0,0.4
blouse what are you wearing phyllis get,102.24,5.04,104.76,0.0,0.0,0.2
off that phone and get dressed at 7 30.,104.88,4.559,107.1595,0.0,0.0,0.3
all right mom goodbye dorothy see you at,107.28,4.479,109.5195,0.0,0.2857142857142857,0.4
oh hello emmy hello bill,117.36,5.84,120.28,0.0,0.0,0.3
come on up right away right away i'm,120.079,4.72,122.439,0.0,0.2857142857142857,0.7
terribly sorry to have to disturb you,123.2,4.08,125.24,-0.765,-0.5,0.3
like this but you do have a job you know,124.799,5.52,127.559,0.1901,0.0,-0.7
gee i wish you'd waited two more minutes,127.28,4.8,129.68,0.4019,0.5,-0.7
i was just about to make a choice,132.08,5.519,134.83950000000002,0.0,0.0,0.4
choice about what i was having a dream,134.16,4.64,136.48,0.25,0.0,0.2
well you were kind of a part of it,138.8,4.88,141.24,0.2732,0.6,0.3
it was before we were married and i had,141.2,4.24,143.32,0.0,0.25,0.4
to make up my mind i could go to the,143.68,4.08,145.72,0.0,0.0,0.2
north pole with admiral byrd or i could,145.44,4.32,147.6,0.3182,0.0,0.6
what did you decide why didn't you woke,149.76,5.04,152.28,0.0,0.0,-0.7
me up you mean you had some doubts oh,151.92,5.599,154.71949999999998,-0.296,-0.3125,-0.5
just a drain,154.8,2.719,156.1595,0.0,0.0,0.3
how long have we been married,162.239,3.761,164.11950000000002,0.0,0.1,0.2
we're having an anniversary in two weeks,164.4,3.28,166.04,0.0,0.0,0.7
and you were there for the wedding,166.0,5.04,168.52,0.0,0.0,0.7
figure it out for yourself,167.68,5.52,170.44,0.0,0.0,0.3
amir are you happy,171.04,3.919,172.99949999999998,0.5719,0.8,0.5
at 7 30 in the morning what kind of a,173.2,3.36,174.88,0.0,0.6,0.3
question is that i don't know i don't,174.959,3.92,176.919,0.0,0.0,-0.7
know i was just thinking about us,176.56,5.12,179.12,0.0,0.0,0.6
you know this is it amy the patterns all,178.879,5.201,181.4795,0.0,0.0,0.6
set you and me and the kids this is it,181.68,3.919,183.6395,0.0,0.0,0.7
i'm never going to the north pole with,184.08,3.76,185.96,0.0,0.0,-0.7
admiral byrd bird went to the south pole,185.599,4.161,187.6795,0.3182,0.0,0.7
well this time he was going to the north,187.84,3.92,189.8,0.2732,0.0,0.2
pole i don't know he had some kind of a,189.76,3.839,191.6795,0.0,0.6,0.2
defroster or something anyway what,191.76,3.28,193.4,0.0,0.0,0.3
difference does it make i'm never going,193.599,2.801,194.9995,0.0,0.0,-0.7
to go there,195.04,3.279,196.6795,0.0,0.0,0.4
i'll just go on working for the woodruff,196.4,3.759,198.2795,0.0,0.0,0.3
department store you go on raising the,198.319,3.601,200.1195,0.0,0.0,0.5
kids and one day we'll be old and,200.159,3.841,202.0795,0.0,0.1,0.2
nothing will have happened,201.92,5.12,204.48,0.0,0.0,-0.5
is that what you think about us oh no no,204.0,4.319,206.1595,0.2235,0.0,-0.7
i love you i love the kids but you,208.319,6.241,211.4395,0.6369,0.5,0.6
why not because for one thing you're not,212.4,4.32,214.56,0.0,0.0,-0.7
dressed properly you'd freeze to them,214.56,3.599,216.3595,0.0516,0.0,-0.7
and for another,216.72,5.64,219.54,0.0,0.0,0.5
