text,start,duration,time_midpoint
this is Los Angeles looks peaceful and,104.799,4.32,106.959
quiet doesn't it but don't let it fool,107.32,4.2,109.41999999999999
you a jewel robbery and a murder are,109.119,3.371,110.8045
happen I'm Nancy Collins I'd like to,116.399,4.32,118.559
confirm a return reservation to Twin,119.079,3.021,120.58949999999999
zald Mr bald,136.36,4.28,138.5
what is it a man's been killed upstairs,150.64,4.44,152.85999999999999
whoever did it got away with a majuba,152.48,5.24,155.1
diamond there's a killer loose in the,155.08,6.72,158.44000000000003
hotel oh I'm sorry that's all right I'm,157.72,6.76,161.1
terribly sorry that's all right I just,161.8,6.56,165.08
didn't uh see you no harm,164.48,6.16,167.56
done your train leaves from the Union,168.36,3.92,170.32000000000002
Station at,170.64,5.319,173.2995
7:30 hi oh Bob I was afraid I'd miss you,172.28,5.239,174.8995
oh not a chance how did the business,175.959,3.521,177.7195
discussions go fine so far but it's,177.519,3.681,179.3595
taking a little longer than I figured I,179.48,3.479,181.21949999999998
won't be able to go back with it tonight,181.2,4.36,183.38
oh I'll take a late,182.959,5.521,185.7195
plan that's all the blue coats doing,185.56,5.759,188.4395
around maybe there's been a murder or a,188.48,4.44,190.7
suicide they probably just gave someone,191.319,4.361,193.49949999999998
his bill my train leaves at 7:30 and I,192.92,4.0,194.92
promis to pick up some things for Mrs,195.68,3.119,197.23950000000002
Brennan so I better get started I'll see,196.92,5.8,199.82
you at school tomorrow Bri and early,198.799,3.921,200.7595
bye your uniform is ready I'll get it,204.799,5.44,207.519
here we are Mr miles thank you may I,210.239,4.041,212.2595
help you sir I'm just looking around,212.599,4.36,214.779
thank you help,214.28,2.679,215.6195
yourself hello Nan hi hello I'll bet the,219.56,6.48,222.8
lieutenant will be glad to see you let's,223.599,4.28,225.73899999999998
go get off my back Sergeant I'm not,226.04,4.52,228.29999999999998
going anywhere hey hold it uh this is my,227.879,5.841,230.7995
coat it is it's mine I must have picked,230.56,4.8,232.96
it up by mistake I'm sorry this is yours,233.72,3.519,235.4795
sir I thank,235.36,5.799,238.2595
you uh all right sir,237.239,6.761,240.61950000000002
Sergeant let's go see the lieutenant,241.159,6.16,244.239
thank you okay that fits pretty good you,244.0,5.239,246.6195
sent it to me my pleasure Mr miles just,247.319,3.92,249.279
give me the address Twin Lakes Oregon,249.239,4.961,251.7195
Twin Lakes Oregon Mrs Brendan School for,251.239,6.56,254.519
Girls I beg your pardon I teach there,254.2,6.64,257.52
music Athletics naturally look,257.799,4.241,259.91949999999997
Lieutenant I don't know what you're,260.84,3.04,262.35999999999996
talking about you kill a man for nothing,262.04,3.2,263.64000000000004
and the Juber diamond is hot enough to,263.88,3.08,265.42
burn you to a crisp why don't you take,265.24,4.12,267.3
me in my attorney would like that he's,266.96,4.519,269.2195
clean I told you all right n that's all,269.36,3.839,271.27950000000004
for now don't leave the hotel until I,271.479,4.761,273.85949999999997
tell you to all for Mr all right,273.199,5.801,276.09950000000003
Ali thinkk you did it probably but if we,276.24,3.799,278.1395
pull him in now we'll never make him,279.0,2.88,280.44
talk he must have slipped the diamond to,280.039,3.961,282.0195
an accomplice we'll find Mr Newton's,281.88,3.36,283.56
accomplice we,284.0,5.23,286.615
better fr VI will take care of you m,285.24,22.36,296.42
sit right down M oh let me have you,307.6,7.36,311.28000000000003
first thank you now the other arm does,310.84,5.639,313.6595
make yourself comfortable miss you I'll,314.96,4.16,317.03999999999996
be with you any,316.479,2.641,317.79949999999997
moment Lovely weather we are having,327.36,5.39,330.055
M and now we,333.0,7.38,336.69
Comm s s s,336.68,18.599,345.97950000000003
did I fool you you've made me ruin a,360.52,5.6,363.32
perfectly good wig I'll pay for a new,362.919,5.641,365.73949999999996
wig you certainly will you fool now get,366.12,4.72,368.48
your broom and go back to,368.56,6.24,371.68
work but you promise me I'd have my own,370.84,7.12,374.4
chair look at what this says will bolik,374.8,5.6,377.6
Master Barber but you're not a master,377.96,5.079,380.49949999999995
Barber you're not even a barber yet you,380.4,4.239,382.5195
remember the arrangement we made when I,383.039,5.081,385.5795
hire you I C the air you sweep the air,384.639,5.081,387.1795
yeah well I know everything there is to,388.12,3.32,389.78000000000003
know about here I made all that up out,389.72,5.96,392.70000000000005
of leftovers sweet I'm going to launch,391.44,7.08,394.98
shall I take care of everything no I beg,395.68,5.48,398.42
of you do not take care of everything it,398.52,6.36,401.7
is the launch hour just quietly sweep,401.16,8.34,405.33000000000004
out the boo boots booze,404.88,7.86,408.81
swim it's is lunch,418.36,4.04,420.38
day I shall be a master Barber like,424.479,7.681,428.3195
franois but only,429.36,5.839,432.27950000000004
I I shall be the,432.16,6.039,435.1795
willbe Captain sir wants to talk to you,439.919,5.0,442.419
delighted and you are next Miss would,444.919,6.201,448.0195
you like the heut the medicure possibly,447.759,6.56,451.039
pedicure a sing Zing bubble bat what,451.12,5.04,453.64
would you like sir can I have my choice,454.319,4.921,456.77950000000004
uh Francois oh he went to lunch well I,456.16,5.52,458.92
don't care who takes care of me I'm in a,459.24,5.919,462.1995
hurry you do not care who takes care of,461.68,7.919,465.6395
you miss oh may we miss would it take,465.159,6.081,468.1995
long for a treatment and a manicure I,469.599,5.081,472.1395
should think not so long let's,471.24,3.44,472.96000000000004
go I think we shall start with this,474.919,6.081,477.9595
scalp treatment,477.879,4.401,480.0795
I don't think I have time for a scalp,481.0,3.879,482.9395
treatment oh miss everyone has the same,482.28,6.44,485.5
time we are now ready to,484.879,3.841,486.7995
begin oh I am sorry sir just let me give,489.12,5.919,492.0795
you a just one oh oh sir just one more,492.08,6.079,495.11949999999996
sir one one moment sir could you please,495.039,5.361,497.7195
just get a beard all right good I'm,498.159,5.44,500.879
awfully sorry sir I made a mistake I,500.4,7.919,504.35949999999997
press this button same mistake,503.599,4.72,505.959
nervous now Z,532.2,11.099,537.7495
oh paron miss you oh I am so,566.36,7.44,570.08
sorry I made a mistake I am sorry sir,570.24,6.279,573.3795
please forgive me I am pleas I come here,573.8,4.32,575.9599999999999
for breakfast I let forget the whole,576.519,4.401,578.7195
thing forget it just relax here Buton,578.12,6.24,581.24
will make you relax no it's all,580.92,3.44,582.64
right it's good it make you,590.72,4.239,592.8395
relax get me out of here get me out,596.6,4.72,598.96
let me out wait I should get the,604.0,3.64,605.82
it stop this thing voila we stop good we,618.839,9.481,623.5795
and now to get you done just one,623.48,10.88,628.9200000000001
moment moment miss m one one,628.32,6.04,631.34
moment and now for is he,635.16,6.44,638.38
Landing hey hey hey,638.56,6.399,641.7594999999999
hey let me go let me,641.6,6.76,644.98
go there we are miss you are next,644.959,7.88,648.899
shampoo you're a sick man that's,648.36,4.479,650.5995
it I've got the merchandise all right,653.04,4.239,655.1595
but I can't deliver it they're checking,655.44,3.72,657.3000000000001
everyone in and out of the hotel what if,657.279,4.0,659.279
the they find it on you don't worry they,659.16,5.44,661.88
won't hey wait a,661.279,3.321,662.9395
minute I think I just figured it out I'm,666.079,6.281,669.2194999999999
sending a man around to the apartment,670.0,4.04,672.02
he'll give you a scalp,672.36,3.64,674.1800000000001
massage he'll have the merchandise in,674.04,8.04,678.06
his pocket I got it bye which pocket,676.0,7.56,679.78
hello I should like to try it one more,683.56,4.12,685.6199999999999
time but I should not like to try it one,685.92,3.64,687.74
more time I should not like to see your,687.68,4.92,690.14
face one more time allow me sir thank,689.56,5.93,692.525
you not at,692.6,5.799,695.4995
all uh could you help me miss it is,698.399,5.321,701.0595
lunchtime uh but my wife would like a,701.8,4.039,703.8195
treatment at home oh the wife would like,703.72,5.88,706.6600000000001
a treatment oh miss oh but I cannot,705.839,5.8,708.739
leave the shop oh it'll be all right,709.6,5.28,712.24
fris I am not fris oh I'll speak to him,711.639,5.281,714.2795
personally oh well if you think it will,714.88,3.92,716.84
be all right Miss I should like very,716.92,3.8,718.8199999999999
gives the wife the,720.72,4.6,723.02
treatment thank you very much I shall,722.72,4.28,724.86
equipment I think I have everything I,727.0,4.88,729.44
appreciate this it's the Sunland Arms,730.12,4.04,732.14
apartment 12b you'd better hurry there's,731.88,4.079,733.9195
no time to lose for scout must be in,734.16,4.23,736.275
very bad shape,735.959,19.801,745.8594999999999
oh hello I am will be your husband sent,755.76,7.24,759.38
me here to make the SC papy Oh,759.48,5.96,762.46
Come it is not easy to come through this,763.0,4.68,765.34
hole oh I'm sorry to have kept you out,772.36,4.839,774.7795
there in that cold Hall honey but you,775.16,5.96,778.14
know a nice girl can't be too,777.199,3.921,779.1595
careful uh why don't you take your coat,783.56,5.76,786.4399999999999
off oh no this is fine thank,785.839,3.481,787.5795
you all right here's the,789.56,7.16,793.14
coat uh I must find the place to plug in,796.72,8.32,800.88
the equipment over there oh mer,800.839,24.841,813.2595
well I am now ready to,825.68,8.599,829.9794999999999
begin so am I do you know something what,828.24,8.76,832.62
cute do you know something,837.0,7.92,840.96
whisper it in my ear the scalp is,840.279,4.641,842.5995
dry come with me where come with,845.56,7.16,849.14
me we dance what the treatment,857.36,5.32,860.02
this oh that's wonderful try it,876.759,7.52,880.519
again turn,880.639,3.64,882.4590000000001
around but what about zip treatment,895.759,6.041,898.7795
oh I know what great lovers you,899.72,5.44,902.44
Frenchmen are kiss,901.8,7.039,905.3195
me oh that's,905.16,3.679,906.9995
you what are you doing with my wife,914.44,5.519,917.1995000000001
massaging the,917.16,2.799,918.5595
scalp the jacket it's very,920.88,9.8,925.78
warmy a jacket Mercy,925.0,5.68,927.84
Melle I ought to kill you for,932.8,4.12,934.8599999999999
this if you lay one if you lay hand on,943.319,11.161,948.8995
me do you know what I will do what I'll,949.68,8.8,954.0799999999999
if I ever see your ugly face again I'll,959.68,3.719,961.5395
kill you I want you to get out of town,961.639,4.2,963.739
and stay out yeah all right but but I,963.399,4.0,965.399
can't leave from up,965.839,5.8,968.739
here is there anything else now if you,967.399,6.961,970.8795
come back to this,971.639,5.481,974.3795
town I'll know,974.36,6.44,977.58
it and I'll get,977.12,3.68,978.96
you understand oh oh oh yes sir oh I,981.12,7.12,984.68
won't come back to this town honest as a,985.56,3.88,987.5
matter of fact,988.24,4.44,990.46
I'm I'm going home today um too sweet,989.44,7.0,992.94
here let let me let me show you you see,992.68,6.44,995.9
here's my my fair,996.44,4.879,998.8795
$26.40 to Blitz in,999.12,5.36,1001.8
Washington oh oh man oh be careful,1001.319,5.241,1003.9395
bleeding maybe I didn't make myself,1004.48,3.599,1006.2795
clear I'm going to get the very first,1006.56,5.199,1009.1595
train home I swear honest so so goodbye,1008.079,7.32,1011.7389999999999
or or or worry remember me to the little,1011.759,8.281,1015.8995
woman bye man nice,1015.399,8.881,1019.8395
nice going let's have the diamond here,1024.48,4.12,1026.54
are it's only bubble gum stupid but it,1029.88,5.24,1032.5
was in his pocket I still got it on him,1033.039,3.441,1034.7595
well you can get it back you know where,1035.12,4.76,1037.5
he's going,1036.48,3.4,1038.18
right Miss Collins thank you thank you,1042.199,6.081,1045.2395000000001
Miss Nancy Collins please report to the,1045.559,5.681,1048.3995
chamia room in the station celeia room,1048.28,7.04,1051.8
immediately not that way in back of you,1051.24,7.319,1054.8995
attention I Bigg your,1077.84,6.319,1080.9995
part I know your mother loves you your,1080.0,6.08,1083.04
father loves you,1084.159,5.52,1086.919
too but that kind of love is no kind of,1086.08,7.32,1089.74
love next to my love for,1089.679,10.24,1094.799
you I sure you find their kisses most,1093.4,9.12,1097.96
satisfactory but you're going to hiss,1099.919,7.041,1103.4395000000002
the very next kiss after one kiss from,1102.52,9.039,1107.0395
me your friends Moodle is off his noodle,1106.96,6.92,1110.42
never goes out to,1111.559,5.961,1114.5394999999999
play he guards you night and,1113.88,7.56,1117.66
day that job is mine I say,1117.52,8.48,1121.76
say I know the cop the mailman yes and,1121.44,6.359,1124.6195
the milk man,1126.0,5.2,1128.6
too agree that you're rare and I more,1127.799,5.561,1130.5795
than share the,1131.2,6.0,1134.2
view so tell your father and your mother,1133.36,6.12,1136.4199999999998
and your sister and your brother and the,1137.2,4.28,1139.3400000000001
too that they'll never ever love,1141.48,6.28,1144.6200000000001
you this won't love you like a,1149.159,6.081,1152.1995000000002
relative this F has lots and lots of,1152.6,7.6,1156.3999999999999
love to give I know your uncle loves you,1155.24,8.919,1159.6995
your aunt loves you too of course but no,1160.2,7.92,1164.16
relative can possibly give what I could,1164.159,8.4,1168.3590000000002
give to you you that's true I know your,1168.12,7.64,1171.9399999999998
doctor loves you your dentist loves you,1172.559,5.761,1175.4395
too I'm not so sure no skill with a,1175.76,6.799,1179.1595
drill or vitamin pill is like my cure,1178.32,7.32,1181.98
for you you're the doctor men with,1182.559,6.24,1185.6789999999999
millions and plain civilians for you,1185.64,6.84,1189.0600000000002
that gladly to poor little me Texans who,1188.799,5.561,1191.5795
soil baby you'd make their oil boil ow,1194.36,8.72,1198.7199999999998
soldiers Marines and sailors Grocers and,1199.36,5.16,1201.9399999999998
too agree that you're R and I more than,1204.52,5.72,1207.3799999999999
share their,1208.2,5.839,1211.1195
view so tell your father and your mother,1210.24,6.64,1213.56
and your sister and your brother and the,1214.039,4.281,1216.1795
to that they'll never ever love,1218.32,7.2,1221.9199999999998
I do oh no know they'll never ever love,1225.52,9.399,1230.2195
love you baby like I,1231.919,5.511,1234.6745
do man I'm really in,1234.919,4.681,1237.2595000000001
next I'd like a ticket to Blitz and,1242.28,4.519,1244.5394999999999
Washington please Blitzen Washington,1244.36,3.76,1246.24
that'll be,1246.799,3.601,1248.5995
311 there you are,1248.12,5.559,1250.8995
2640 you're short I know but Dad was,1250.4,7.32,1254.0600000000002
very tall you need 4 70 more oh no I,1253.679,5.321,1256.3395
think you're wrong sir you see because,1257.72,2.52,1258.98
last year when I came from Blitz and,1259.0,3.6,1260.8
Washington to Los Angeles it cost,1260.24,4.52,1262.5
$26.40 now it doesn't seem fair to go,1262.6,3.68,1264.4399999999998
from Los Angeles to Blitz and Washington,1264.76,3.36,1266.44
for 3110 so I think something's wrong,1266.28,3.2,1267.8799999999999
plus the fact this is all the money I,1268.12,3.28,1269.76
have I saved it up the rates went up,1269.48,6.319,1272.6395
last February please I'm in a hurry I'm,1271.4,7.2,1275.0
sorry lady,1275.799,2.801,1277.1995
but Chicago,1286.96,4.0,1288.96
one ticket for me and one half Fair,1289.24,4.4,1291.44
please the boy Under 12 oh yeah I'm 11,1290.96,6.44,1294.18
years old I was born February 22nd,1293.64,6.639,1296.9595000000002
1943 he's a little big for 11 sure I'm a,1297.4,4.24,1299.52
sailor you want me to give you the death,1300.279,3.681,1302.1195
rate no well then give me a quarter for,1301.64,4.399,1303.8395
a flying saucer I'll let him have it all,1303.96,4.92,1306.42
right dear,1306.039,2.841,1307.4595
here last call for the S berino local,1309.559,7.201,1313.1595
train number 54 leaves at 5:30 pm,1313.52,8.12,1317.58
entering through g j this is the last,1316.76,4.88,1319.2
book I'll take this one 25 cent here you,1321.84,6.719,1325.1995
are I'll pay for that thank you oh don't,1325.559,6.48,1328.799
be frightened no no no that's for you I,1328.559,6.201,1331.6595
like little boys who have space guns you,1332.039,5.441,1334.7595
know why cuz I have a space collection,1334.76,5.32,1337.42
you have oh sure they're right here in,1337.48,5.079,1340.0195
this bag and do you know that when I,1340.08,4.8,1342.48
went to the moon I got my first space,1342.559,6.161,1345.6395
gun and since then I've added almost 350,1344.88,6.2,1347.98
space guns to my collection I have one,1348.72,4.6,1351.02
space gun that shoots out little men and,1351.08,3.959,1353.0594999999998
those little men have space guns that,1353.32,4.599,1355.6195
shoot darts and when I was in Tibet I,1355.039,4.88,1357.479
got a space gun with camels sitting on,1357.919,4.441,1360.1395
the top of it just about so big I know,1359.919,4.0,1361.919
it's pretty difficult to believe that,1362.36,3.84,1364.28
must train leaves in 15 minutes what if,1369.08,5.199,1371.6795
we miss him on a chance I'm getting on,1371.679,4.161,1373.7595000000001
that train what are you going to do to,1374.279,3.921,1376.2395
him shut him up for good after I get the,1375.84,3.839,1377.7595
I go on home wait for my call All right,1379.679,5.801,1382.5795
but be careful your attention please the,1382.48,4.84,1384.9
return portion of ticket purchased in,1385.48,4.199,1387.5795
the East require validation before,1387.32,5.4,1390.02
boarding your train validation desks are,1389.679,6.081,1392.7195000000002
located adjacent to the station,1392.72,7.6,1396.52
Master oh I'm awfully sorry Hi Sunny oh,1395.76,6.32,1398.92
don't you touch me I'm not going to,1400.32,4.0,1402.32
touch you you leave me alone but,1402.08,6.56,1405.36
s I'm not going to hurt you you're not,1404.32,7.12,1407.8799999999999
