text,start,duration,time_midpoint,vader,textblob,llama3
I don't know about you but it always,76.56,3.9,78.51,0.0,0.0,-0.7
makes me sore when I see those War,78.42,4.86,80.85000000000001,-0.7506,0.0,0.4
pictures all about flying leathernecks,80.46,5.159,83.03949999999999,0.0,0.0,0.2
and submarine patrols and frogmen and,83.28,4.199,85.37950000000001,0.0,0.0,0.7
gorillas in the Philippines,85.619,4.201,87.7195,0.0,0.0,-0.7
what gets me is that there never was a,87.479,6.361,90.6595,0.0,0.0,0.2
movie about pows about prisoners of War,89.82,6.96,93.3,-0.802,0.0,0.4
now my name is Clarence Harvey cook they,93.84,5.52,96.6,0.0,0.0,0.3
call me Cookie I was shot down of a,96.78,5.64,99.6,0.0,-0.15555555555555559,0.4
magdeborg Germany back in 43. that's why,99.36,4.32,101.52,0.0,0.0,0.2
I stammer a little once in a while,102.42,3.48,104.16,-0.2263,-0.1875,0.3
especially when I get excited,103.68,4.92,106.14,0.34,0.1875,0.7
I spent two and a half years in Stalag,105.9,5.579,108.6895,0.0,-0.13333333333333333,-0.7
17. Stalag is the German word for prison,108.6,5.699,111.4495,-0.5106,0.0,-0.7
camp and number 17 was somewhere on the,111.479,5.161,114.0595,0.0772,0.0,0.2
Danube there are about forty thousand,114.299,4.561,116.5795,0.0,0.0,0.2
pows there if you bother to count the,116.64,4.74,119.01,-0.34,0.0,-0.7
Russians and the polls and the checks,118.86,5.16,121.44,0.0,0.0,0.2
in our compound there were about 630 of,121.38,6.0,124.38,0.0,0.0,0.4
us All-American Airmen radio operators,124.02,6.78,127.41,0.0,0.0,0.7
Gunners and Engineers all Sergeants,127.38,6.66,130.71,0.0,0.0,0.5
now you put 630 sergeants together and,130.8,4.92,133.26000000000002,0.0,0.0,0.4
oh mother you've got yourself a,134.04,2.82,135.45,0.0,0.0,0.5
there was more fireworks shooting off,136.86,3.42,138.57000000000002,0.0,0.5,0.7
around that joint,138.72,3.84,140.64,0.0,0.0,-0.5
take for instance a story about the Spy,140.28,4.5,142.53,0.0,0.0,0.4
we had in our Barracks it was about a,142.56,5.16,145.14,0.0,0.0,0.2
week before Christmas in 44 and two of,144.78,5.459,147.5095,0.0,0.0,0.7
our guys Manfredi and Johnson to be,147.72,4.8,150.12,0.0,0.0,0.6
exact we're just getting set to blow the,150.239,4.521,152.4995,0.0,0.25,0.7
get up Betty grable's on the phone,226.019,4.58,228.309,0.0,0.0,0.2
here's your civilian clothes okay office,251.36,5.02,253.87,0.2263,0.5,0.4
now remember bury your Army outfits,253.68,3.839,255.5995,0.0,0.0,-0.7
before you get out of the Forest right,256.38,3.06,257.91,0.0,0.2857142857142857,0.3
the compass is a top button of this,257.519,4.581,259.8095,0.2023,0.5,0.2
jacket okay,259.44,2.66,260.77,0.2263,0.5,0.3
anybody ask for your papers your French,266.22,2.94,267.69000000000005,0.0,0.0,-0.7
and here's your map,269.16,5.099,271.70950000000005,0.0,0.0,0.4
money twist pranks Roger,271.56,3.96,273.54,0.0,0.0,0.4
all right now let's hear it once more,274.259,3.121,275.8195,0.0,0.39285714285714285,0.7
boys we've been over 100 times let's,275.52,3.78,277.41,0.0,0.0,0.4
hear it again we stick to the forest,277.38,3.66,279.21,0.0,0.0,0.4
going west until we hit the Daniel check,279.3,3.839,281.21950000000004,0.0,0.0,0.4
then we found out Daniel up to Lin's,281.04,4.02,283.05,0.0,0.0,0.7
check in Lins we have a barge and go all,283.139,4.821,285.5495,0.0,0.0,0.4
the way to all check,285.06,2.9,286.51,0.0,0.0,0.2
go back to sleep,292.44,2.96,293.92,0.0,0.0,0.2
