text,start,duration,time_midpoint,vader,textblob,llama3
"To begin with, all the incidents and characters in this story...",2.45,3.031,3.965500000000001,0.0,0.0,0.4
might be fictitious...,5.545,1.81,6.45,0.0,0.0,-0.5
and any resemblance to you or me...,7.425,2.089,8.4695,0.0,0.0,0.2
might be purely coincidental.,9.579,2.483,10.8205,0.0,0.21428571428571427,0.2
The name of the town isn't important.,13.364,1.841,14.2845,-0.1511,0.4,0.2
It's the one that's just 28 minutes from the big city...,15.275,2.212,16.381,0.0,0.0,0.7
23 if you catch the Morning Express.,17.549,2.39,18.744,0.0,0.0,0.6
"It's on a river, and it's got houses and stores and churches...",20.007,3.548,21.781,0.0,0.0,0.7
and a Main Street.,23.617,1.903,24.5685,0.0,0.16666666666666666,0.2
Nothing fancy like Broadway or Market.,25.589,1.964,26.571,-0.2755,0.0,0.2
Just plain Main.,27.621,1.842,28.542,0.0,-0.023809523809523808,0.5
"Drugs, dry goods, shoes...",29.533,1.81,30.438,0.0,-0.06666666666666665,0.2
those horrible little chain stores that breed like rabbits.,31.414,3.879,33.353500000000004,-0.25,-0.59375,-0.8
"Also a street for the upper, the exclusive of the town...",35.357,3.361,37.0375,0.128,0.0,0.4
where the country-club set live when they're not at the country club.,38.785,3.145,40.3575,0.0,0.13636363636363635,0.5
This is the first Saturday in May...,42.001,2.576,43.289,0.0,0.25,0.7
and tonight the first dinner dance of the country-club season.,44.64,3.548,46.414,0.0,0.25,0.4
"Well, anyway, this house belongs to Brad and Deborah Bishop...",53.643,3.144,55.215,0.2732,0.0,0.2
two of my dearest friends.,56.859,2.151,57.9345,0.7717,0.0,0.8
Brad bought this house before he went to war.,59.073,2.452,60.299,-0.5994,0.0,0.5
It was Brad who gave me my first black eye and...,61.592,2.513,62.8485,0.0,0.04166666666666667,-0.7
and my first kiss.,64.17,2.483,65.4115,0.4215,0.25,0.4
"Well, when he came home from the war, he came home with a wife... Deborah.",66.719,4.086,68.762,-0.4215,0.0,0.7
Thomasino said to tell you he found room for your briefcase in the bag.,77.636,3.144,79.208,0.0,0.0,0.6
Good for Thomasino.,80.852,2.027,81.8655,0.4404,0.7,0.2
- Why'd you have him pack a bag? - Because I know these Saturday conferences.,82.945,3.062,84.476,0.0,0.0,0.8
A bit like Saturday poker games... don't plan on doing anything Sunday.,86.07,3.268,87.704,0.3612,0.0,0.4
"It's strange, your not letting me know when you plan to be away overnight.",89.407,3.144,90.979,-0.2023,-0.05,-0.7
"This is just in case, darling. There's no telling how late it'll be.",92.622,3.144,94.194,0.3818,-0.3,0.4
And I like my own pajamas between me and the sheets in a Turkish bath.,95.838,3.424,97.55,0.3612,0.6,0.7
"You'll phone this afternoon, though, either way, won't you?",99.327,2.027,100.3405,0.0,0.0,0.4
"And leave word, even if I'm not here?",101.42,1.873,102.3565,-0.0516,0.0,0.4
Just where might you be when I call if not here?,103.362,1.81,104.267,0.0,0.0,-0.7
"First Saturday in May, remember? The Settlement House Picnic.",105.242,2.296,106.39,0.0,0.25,0.7
That's right. The Women's Club thing. Like it?,107.609,2.213,108.7155,0.3612,0.2857142857142857,0.4
Anything to do with kids. You know that.,109.884,1.995,110.8815,0.0,0.0,0.7
What are you wearing tonight?,111.947,2.212,113.053,0.0,0.0,0.2
I've got the one you liked so much in Vogue.,117.472,2.028,118.486,0.4215,0.4,0.7
- But if you're staying in town... - What color?,119.565,2.607,120.8685,0.0,0.0,0.3
"Black, like you said. Brad, I don't want to go without you.",122.234,2.877,123.6725,0.3134,-0.16666666666666666,0.7
"Darling, it's the first dinner dance of the season.",125.178,1.841,126.0985,0.5859,0.25,0.5
- If I only knew you were gonna be there. - I will be if I can...,127.089,2.576,128.377,0.0,0.0,0.7
"and if I can't, why should that throw you into a panic?",129.729,2.089,130.7735,-0.5106,0.0,0.3
"What are you afraid of, anyway, Deborah?",131.882,2.264,133.014,0.0,-0.6,0.5
"- Good morning, Thomasino. - Morning, Mr. Bishop.",137.408,1.995,138.4055,0.4404,0.7,0.3
I'm not in a panic.,143.257,1.841,144.1775,0.4023,0.0,0.3
"Well, then?",145.168,2.42,146.378,0.2732,0.0,0.2
It's just that suddenly the thought of going to that dance tonight without you...,147.655,3.425,149.3675,0.0,0.0,-0.7
- Brad? - Hmm?,155.634,2.42,156.844,0.0,0.0,-0.5
"Addie Ross... she used to be sort of your ideal, wasn't she?",158.121,2.969,159.6055,0.4779,0.9,-0.7
Now how did Addie get into this conversation?,161.156,1.995,162.1535,0.0,0.0,0.2
I never knew you read Vogue. I never thought men bothered much about it.,163.218,3.486,164.96099999999998,0.2411,0.2,-0.7
What's Vogue got to do with it? I told you I picked it up on the train coming home one night.,166.768,3.361,168.4485,0.0,0.0,0.2
- Some woman had left it behind. - Some woman.,170.195,2.059,171.2245,0.0,-0.2,0.2
"Yes, some woman. I thumbed through it and saw a dress I thought would look smart on you.",172.32,3.423,174.0315,0.6597,0.21428571428571427,0.4
What's wrong with that?,175.808,2.027,176.8215,-0.4767,-0.5,0.2
"Nothing, I guess. Nothing at all.",177.901,2.027,178.9145,0.0,0.0,0.0
"- I should hope not. - Well, I've gotta pick up Rita.",179.995,2.968,181.479,0.27,0.0,0.6
