text,start,duration,time_midpoint,vader,textblob,llama3
rocks these gals must have their rocks,14.88,16.96,23.36,0.0,0.0,0.3
dorothy wait a minute,110.96,4.88,113.4,0.0,0.0,0.4
louie will you ask mr asmr to come back,116.96,3.519,118.7195,0.0,0.0,0.6
to our dressing room he's sitting in his,118.88,3.76,120.76,0.0,0.0,0.2
usual place right away miss lake,120.479,4.401,122.6795,-0.1531,0.01785714285714285,0.3
what's the rush he's not gonna run away,122.64,4.159,124.7195,0.0,0.0,0.7
i know but i just can't wait,124.88,4.96,127.36,0.0,0.0,0.4
for what dwarfy didn't you notice his,126.799,5.041,129.3195,0.0,0.0,0.4
pocket was bulging yeah that could be a,129.84,3.2,131.44,0.296,0.0,0.6
bag of gumdrops,131.84,3.119,133.39950000000002,0.0,0.0,0.7
no it was a square balls like a box for,133.04,5.36,135.72,0.0772,0.0,-0.7
a ring i think he's got a present for me,134.959,4.881,137.3995,0.0,0.0,0.4
you know i think you're the only girl in,138.4,3.12,139.96,0.0,0.0,0.7
the world who can stand on a stage with,139.84,3.36,141.52,0.0,0.0,0.6
a spotlight in your eye and still see a,141.52,16.32,149.68,0.0,0.0,0.3
diamond inside a man's pocket,143.2,14.64,150.51999999999998,0.34,0.0,0.7
good evening mr esther won't you pray,158.0,4.16,160.08,0.2354,0.7,0.7
come in thank you i'd love to,160.319,4.081,162.3595,0.7717,0.5,0.7
i guess good evening dorothy you were,162.16,3.92,164.12,0.4404,0.7,0.2
wonderful tonight darling simply,164.4,3.919,166.3595,0.8176,0.5,0.8
wonderful you were magnificent,166.08,4.96,168.56,0.8225,1.0,0.9
you were good too gee thanks because,168.319,5.2,170.91899999999998,0.7003,0.44999999999999996,0.7
that makes me feel all warm inside,171.04,6.16,174.12,0.2263,0.6,0.7
mr smith is it the right size oh they,173.519,5.201,176.11950000000002,0.0,0.2857142857142857,0.8
can never be too big,177.2,5.2,179.79999999999998,0.0,0.0,0.3
do you think that's too small dorothy,178.72,3.68,180.56,0.0,-0.25,0.4
looks like it ought to have a high ball,183.599,4.321,185.7595,0.3612,0.16,0.2
around it i mean does it fit your finger,185.04,6.4,188.24,0.3612,0.04375000000000001,0.7
oh yes it fits perfect daddy,187.92,5.36,190.6,0.7506,1.0,0.8
i bet you made me the happiest girl in,191.44,8.24,195.56,0.6369,0.0,0.9
i don't know what you do honey unless,199.68,3.76,201.56,0.0,0.0,-0.7
you use novocaine in your lipstick,201.44,6.24,204.56,0.0,0.0,-0.7
daddy daddy huh may i tell dorothy,203.44,8.4,207.64,0.0,0.0,0.4
if you wish dorothy mr esmond and i are,207.68,5.199,210.2795,0.4019,0.0,0.4
going to be married,211.84,3.44,213.56,0.0,0.25,0.8
to each other of course to each other,212.879,3.841,214.7995,0.0,-0.125,0.6
who else too,215.28,3.12,216.84,0.0,0.0,0.2
well i don't know about you gus i always,216.72,3.12,218.28,0.2732,0.0,0.3
sort of figured lorelei would end up,218.4,3.119,219.9595,0.0,0.0,0.2
with the secretary of the treasury,219.84,4.0,221.84,0.2023,0.0,0.4
do i think guess what on saturday we're,221.519,4.561,223.7995,0.0,0.0,0.3
sailing on the isle de paris they're,223.84,3.92,225.8,0.0,0.0,0.5
going to be married in europe,226.08,3.6,227.88,0.0,0.25,0.4
why not get married in america and then,227.76,3.039,229.2795,0.0,0.25,0.7
go to europe well,229.68,3.44,231.4,0.2732,0.0,0.7
or is that the old-fashioned way well,230.799,3.921,232.7595,0.2732,0.0,0.4
we've made our plans,233.12,5.119,235.6795,0.0,0.0,0.2
come in mr esmen long-distance call boy,234.72,5.76,237.6,0.0,0.0,0.4
oh dear from dayton ohio well thank you,238.239,4.64,240.559,0.7351,0.0,0.4
very much i'll be right there,240.48,4.64,242.8,0.0,0.2857142857142857,0.8
it must be father i hope nothing's,242.879,3.44,244.599,0.4404,0.0,-0.7
i'll meet you at my table there,246.319,3.681,248.1595,0.0,0.0,0.7
father never misses gus's old man right,251.36,4.159,253.4395,0.1695,0.19285714285714284,0.7
too bad honey nothing's going wrong this,255.519,4.24,257.639,-0.765,-0.5999999999999999,0.4
