text,start,duration,time_midpoint
my chris oh hello chad,118.0,5.28,120.64
explain yourself explain what rooting on,125.28,3.44,127.0
the balcony,127.759,2.72,129.119
just isn't being done this season i,128.72,3.44,130.44
wasn't brooding,130.479,4.641,132.79950000000002
lying to one sisters after season two,132.16,4.96,134.64
strangest thing happened,135.12,3.92,137.08
i thought i heard a man's voice out over,137.12,3.119,138.67950000000002
calling my name next time he calls ask,140.239,4.161,142.3195
him if he has a friend for me,142.64,4.8,145.04
i'm serious how can you be serious,144.4,5.44,147.12
what was the wind are those firehorns,147.44,4.0,149.44
but it sounded like paul,151.44,6.4,154.64
it's been two years now christine i know,158.16,7.92,162.12
but for a moment out over the ocean,162.64,7.36,166.32
i felt very close to him again,166.08,5.2,168.68
used to love the ocean you know,170.0,3.28,171.64
especially at night,171.28,3.76,173.16
he'd go racing down to the beach for a,173.28,4.64,175.6
swim no matter how late it was,175.04,4.559,177.3195
and usually i'd be fool enough to go,177.92,3.76,179.79999999999998
if any husband of mine ever chased me,181.68,3.04,183.20000000000002
into the ocean in the middle of the,183.519,1.761,184.39950000000002
i'd shoot him they did a lot of crazy,185.28,4.319,187.4395
some of them bad but i don't think i,189.599,4.801,191.99949999999998
could ever love another man the way i,192.959,2.64,194.279
chris you've got to stop talking like,195.599,3.601,197.3995
you're getting morbid oh it's not as bad,199.2,5.039,201.71949999999998
as all that breath,202.319,6.081,205.3595
it is bad look at this dress,204.239,5.761,207.11950000000002
i can't wear black when you're going out,208.4,4.96,210.88
on a date looks as if you were still,210.0,7.2,213.6
well in the morning well yes,213.36,6.72,216.72000000000003
i just happen to like black that's all i,217.2,3.599,218.99949999999998
but just for tonight it isn't exactly,220.799,4.0,222.799
appropriate,223.28,4.879,225.7195
and chris don't wear your wedding ring,224.799,4.72,227.15900000000002
tonight either,228.159,4.321,230.3195
why not it might make it awkward for,229.519,4.72,231.87900000000002
is martin going to propose again tonight,234.239,4.881,236.67950000000002
well he might,236.56,3.759,238.4395
and you can't very well put an,239.12,2.88,240.56
engagement ring on your finger if that's,240.319,2.401,241.5195
already there,242.0,3.04,243.52
by the way what kind of a ring is martin,242.72,3.439,244.4395
bought for me,245.04,4.16,247.12
enormous diamond with oh chris,246.159,5.121,248.71949999999998
you will say yes tonight won't you i,249.2,3.44,250.92
suppose i better,251.28,3.44,253.0
otherwise he might sue you for breach of,252.64,4.48,254.88
promise oh darling i'm so excited,254.72,4.079,256.7595
and i've got just the right dress all,257.12,4.0,259.12
picked out for you,258.799,4.801,261.1995
will you wear it anything you say and,261.12,7.92,265.08
bring out my new herman will you,263.6,7.68,267.44
you know chris i think your cloak with,269.04,3.599,270.83950000000004
the sequins might look better on you,271.28,2.96,272.76
i uh take it you have a date for the,274.24,4.48,276.48
night too as a matter of fact i have,276.24,4.16,278.32
all right i'll wear the sequence you,278.72,4.96,281.20000000000005
wear the urban well if you insist,280.4,6.88,283.84
thanks i like your hair like that,283.68,4.72,286.04
but you could do with a little more,287.28,5.68,290.11999999999995
lipstick and you could do with a little,288.4,4.56,290.67999999999995
you suppose it's martin you know martin,297.52,3.84,299.44
would never honk a horn at a lady it's,299.6,3.68,301.44
probably your young man,301.36,3.76,303.24
by the way which young man is it tonight,303.28,3.04,304.79999999999995
you know i've forgotten have a good time,306.32,3.2,307.92
and come home early,308.4,2.88,309.84
well i can't do both then you come home,309.52,15.18,317.10999999999996
early you come home engaged,311.28,16.479,319.5195
mrs faber's residence,327.759,6.241,330.8795
that's mr rabbit man thank you emily,340.96,5.04,343.47999999999996
i'll take it here,343.28,2.72,344.64
hello martin don't tell me you're,346.24,3.84,348.16
standing me up no no,347.919,4.081,349.9595
it's just that some idiotic client came,350.08,4.8,352.47999999999996
into the office at the last minute and i,352.0,5.6,354.8
well no i know it's not serious but i i,354.88,4.48,357.12
particularly didn't want to,357.6,4.0,359.6
have anything interfere with tonight,359.36,3.76,361.24
well no you see i wanted to show you,361.6,3.039,363.1195
that i'm not always the lawyer with his,363.12,2.32,364.28000000000003
cases and affidavits no i'm,365.44,4.96,367.92
really the romantic type with my mind on,368.479,4.081,370.5195
yeah i i thought it was a nice speech i,372.639,3.761,374.5195
uh i dreamed it up this afternoon in,374.479,2.881,375.91949999999997
felony court,376.4,2.4,377.59999999999997
it doesn't matter if we're a little late,377.36,4.16,379.44
martin the first acts no good anyway,378.8,4.32,380.96000000000004
i'll walk over along the beach to your,381.52,2.64,382.84
house then you won't have to waste the,383.12,2.799,384.5195
time driving over here,384.16,5.2,386.76000000000005
oh i wouldn't do that but i want to walk,385.919,6.321,389.0795
over martin i'll enjoy it,389.36,5.2,391.96000000000004
of course it's safe now stop talking,392.24,3.44,393.96000000000004
like an old maid,394.56,4.8,396.96
goodbye a test dark down there ma'am,395.68,5.84,398.6
and you emily stop talking like martin,399.36,4.399,401.5595
abbott lock the patio door after me will,401.52,8.32,405.68
yes christmas,546.839,17.0,555.339
i don't blame you for being frightened,575.68,4.32,577.8399999999999
you made a decision tonight that angered,578.08,2.72,579.44
and now you're fighting to sustain it,580.8,3.28,582.4399999999999
you have all my hopes fighting with you,584.08,3.6,585.88
i felt you were married i saw your,590.56,3.68,592.4
dead and you moving toward a new,594.24,3.2,595.84
and i see i was wrong sometimes i am,597.44,8.399,601.6395
good night and goodbye,602.16,3.679,603.9995
wait you weren't mistaken,610.079,6.401,613.2795
my husband died two years ago i felt i,613.68,5.44,616.4
could not be wrong i saw him,616.48,7.039,619.9995
dead and his car in flames,619.12,4.399,621.3195
i'm sorry i don't understand how you,624.72,3.119,626.2795
know all this,626.399,3.841,628.3195
i suppose people do talk do you live,627.839,3.521,629.5995
around here,630.24,4.4,632.44
no i wish i did live on the ocean it is,631.36,3.84,633.28
where i live,635.2,2.48,636.44
alexis psychic consultant,638.72,7.359,642.3995
oh i see you place me in the same,643.36,4.56,645.64
category with fortune tellers,646.079,5.121,648.6395
snake charmers and magicians oh well,647.92,6.08,650.9599999999999
many people do but you must know who i,651.2,3.68,653.0400000000001
how else would you know all these things,654.88,4.88,657.32
perhaps because we are very much alike,657.12,6.64,660.44
you and i free spirits both of us,659.76,7.6,663.56
like my friend here we like the night,663.76,6.24,666.88
and the mist of the ocean the wind,667.36,4.32,669.52
whispers to us and,670.0,5.04,672.52
the sand feels cool under our feet,671.68,5.92,674.64
we're not like i don't know i have his,675.04,3.52,676.8
like martin there's nothing wrong with,678.56,3.2,680.16
of course not if only he would,681.76,3.44,683.48
understand,684.0,3.76,685.88
how little he understands well martin is,685.2,3.6,687.0
logical yes that's why you should marry,688.8,4.88,691.24
even free spirits have to come in out of,694.0,3.279,695.6395
the night sometimes and put on their,695.76,2.56,697.04
pay their bills go to the dentist and of,698.32,5.519,701.0795
course family dinners on sunday,701.04,4.64,703.36
you really shouldn't be so irritated by,703.839,3.68,705.6790000000001
his little mannerisms,705.68,5.2,708.28
like when he clears his throat,707.519,4.88,709.9590000000001
announcing that he's going to kiss you,710.88,3.759,712.7595
any minute or when he counts of all his,712.399,5.841,715.3195
plans in the tips of his fingers,714.639,3.601,716.4395000000001
how i can't tell you how i know these,718.399,4.081,720.4395
but it hardly matters does it since,722.48,7.76,726.36
we're not going to meet again,724.959,10.241,730.0794999999999
chris oh over here martin,730.24,8.64,734.5600000000001
oh hi hello,735.2,3.68,737.0400000000001
i thought you certainly had me scared,743.04,3.039,744.5595
what kept you so long well i was talking,744.48,3.76,746.36
to this man,746.079,5.521,748.8394999999999
well he was here could i have imagined,748.24,4.24,750.36
he was fantastic enough,752.48,6.64,755.8000000000001
