text,start,duration,time_midpoint,vader,textblob,llama3
everybody loves a baby and it might as,20.42,6.37,23.605,0.5719,0.0,0.7
well be you pretty baby,24.18,3.05,25.705,0.6486,0.25,0.7
good morning,30.359,2.42,31.569000000000003,0.4404,0.7,0.7
pretty baby,33.92,5.7,36.77,0.4939,0.25,0.7
pretty baby,36.2,3.42,37.91,0.4939,0.25,0.4
I like to be your sister brother dad and,65.88,7.7,69.72999999999999,0.3612,0.0,0.7
mother two pretty babies,69.36,4.22,71.47,0.4939,0.25,0.3
come here remember wouldn't you,120.6,4.5,122.85,0.0,0.0,0.7
were you addressing me yeah this,122.34,4.5,124.59,0.296,0.0,0.2
hummingbird Hill up here that is the,125.1,4.079,127.1395,0.0,0.0,0.7
name of this community I'm trying to,126.84,4.86,129.27,0.0,0.0,0.4
find 21 Carvers Lane they phoned for a,129.179,5.941,132.1495,0.0,0.0,0.2
cab oh someone going away or how would I,131.7,5.34,134.36999999999998,0.0,0.0,-0.7
know they want a cab that's all you know,135.12,4.199,137.2195,0.0772,0.0,0.2
where it is I do you continue on and,137.04,4.38,139.23,0.0,0.0,0.2
turn left into the First Street and this,139.319,4.021,141.3295,0.0,0.125,0.2
is the fourth house on the right thanks,141.42,5.3,144.07,0.4404,0.1619047619047619,0.4
buddy you are entirely welcome,143.34,3.38,145.03,0.5095,0.8,0.8
hey you mind tell me what you're doing,150.3,3.96,152.28,0.0,0.0,0.3
with that feather I am cross-pollinating,152.459,4.92,154.919,0.0,0.0,0.7
a specimen of the family eredesia,154.26,6.059,157.2895,0.0,0.0,0.2
come again I am trying to develop a new,157.379,6.781,160.7695,0.0,0.13636363636363635,0.4
strain of Iris I breed them no kidding,160.319,5.341,162.9895,-0.127,0.0,0.7
you mean like some guys breed cocker,164.16,3.48,165.9,0.3612,-0.3125,0.3
spaniels the principal believe it or not,165.66,5.12,168.22,0.0,0.0,0.5
is identical,167.64,3.14,169.20999999999998,0.0,0.0,0.5
Clarence yes Mother,175.08,5.22,177.69000000000003,0.4019,0.0,0.4
what did that Taxi man want he's looking,177.36,5.82,180.27,0.0772,0.0,-0.7
for 21 Carver's Lane mother looked on,180.3,4.86,182.73,0.0,0.0,0.3
Earth do the hairy Kings need a cab for,183.18,5.04,185.7,0.0,0.0,0.3
I don't know mother well why didn't you,185.16,4.26,187.29,-0.2057,0.0,-0.7
I did but he doesn't know either mother,189.42,6.92,192.88,0.0,0.0,0.2
oh you never find out anything,191.84,4.5,194.09,0.0,0.0,-0.7
but I drink it now before it gets cold,196.86,4.56,199.14,0.0,-0.6,0.4
never mind the milk wheel me over to,199.08,5.84,202.0,0.0,0.0,0.3
that other window quickly,201.42,3.5,203.17,0.0,0.10416666666666666,0.4
careful now,206.099,4.701,208.4495,0.1531,-0.1,0.7
hurry hurry,207.72,3.08,209.26,0.0,0.0,-0.7
I'm afraid you come to the wrong house I,259.139,3.0,260.639,-0.4767,-0.55,-0.7
didn't fall,260.76,3.9,262.71,0.0,0.0,0.5
right here please stop well this is,262.139,4.741,264.5095,0.296,0.2857142857142857,-0.7
number 21 somebody from here phone for a,264.66,4.5,266.91,0.0772,0.0,0.2
cab I'm sorry but there must be some,266.88,4.58,269.17,-0.0387,-0.5,0.3
mistake there's no mistake Mrs King,269.16,4.8,271.56,-0.0936,0.0,0.6
iPhone for a cab,271.46,4.84,273.88,0.0,0.0,0.2
really Mrs May Paul I don't quite,273.96,4.14,276.03,0.0,0.2,0.2
understand there's nothing to understand,276.3,3.899,278.2495,0.0,0.0,-0.7
I'm quitting that's all and right now,278.1,3.78,279.99,0.0,0.2857142857142857,-0.8
but but you can't you you just can't,280.199,3.661,282.0295,0.0,0.0,-0.7
walk out that's what you think when I,281.88,3.48,283.62,0.0,0.0,-0.7
should put him in the cab yes you can,283.86,3.0,285.36,0.4019,0.0,0.7
get by them kids in that awful dog,285.36,3.42,287.07,-0.4588,-1.0,-0.7
without getting them smashed now Mrs,286.86,4.2,288.96000000000004,0.0,0.0,-0.7
Maple I don't know what's upset you no,288.78,4.32,290.94,-0.0041,0.0,0.2
you don't huh well I'll tell you it's,291.06,3.84,292.98,-0.2057,0.0,-0.7
them three kids of yours that's upset me,293.1,4.379,295.28950000000003,-0.3818,0.0,-0.7
and that horrible dog I accept me,294.9,4.98,297.39,-0.2263,-1.0,0.4
they've given me nuts I'll never take,297.479,4.021,299.4895,-0.3182,0.0,-0.7
another job again anywhere where they,299.88,3.78,301.77,0.0,0.0,-0.7
have kids or pets so help me we had,301.5,4.32,303.66,0.541,0.0,-0.7
three children and a dog Mrs Maple when,303.66,3.72,305.52000000000004,0.0,0.0,0.5
you came we didn't spring them on you,305.82,4.2,307.92,0.0,0.0,0.4
unexpectedly I know I should have my,307.38,5.819,310.2895,0.0,0.1,0.2
head examined good day Mrs King mainly,310.02,6.44,313.24,0.4404,0.4333333333333333,0.4
them two days I got coming,313.199,3.261,314.8295,0.0,0.0,0.6
come on she was a pain in the neck,320.52,5.76,323.4,-0.5106,0.0,-0.7
she couldn't cook goodies if you're a,323.82,5.78,326.71,0.0,0.0,-0.7
much better cook mom,326.28,3.32,327.94,0.4404,0.5,0.7
hello oh good morning Mrs King just a,337.38,5.06,339.91,0.4404,0.7,0.6
moment please,340.02,2.42,341.23,0.3182,0.0,0.5
you're white Mr King on two all right,342.78,4.1,344.83,0.0,0.14285714285714285,0.4
hello honey say Mr Hammond wants us to,347.94,6.66,351.27,0.0,0.2,0.4
she didn't,354.6,3.84,356.52000000000004,0.0,0.0,-0.7
why the old bag,356.46,4.62,358.77,0.0,0.1,-0.8
the maid quit it's just bill it's all,358.44,4.44,360.66,0.0,0.0,-0.7
right you can talk,361.08,4.559,363.3595,0.0,0.2857142857142857,0.7
what I said in a way I'm glad to get rid,362.88,5.099,365.4295,0.4588,0.5,0.4
of her all she did was guzzle beer all,365.639,3.921,367.5995,0.0,0.0,-0.7
what tonight,369.56,5.26,372.19,0.0,0.0,0.3
but how can we who stay with the,372.36,4.26,374.49,0.0,0.0,-0.7
children well you'll just have to get a,374.82,3.24,376.44,0.2732,0.0,0.7
babysitter,376.62,3.78,378.51,0.0,0.0,-0.7
I've told you Mr Hammond wants you and,378.06,3.72,379.92,0.0,0.2,0.4
me and Bill and Edna to come for dinner,380.4,2.16,381.48,0.0,0.0,0.5
I don't know,382.56,2.82,383.97,0.0,0.0,0.2
tell her head to raise a steak too but,385.38,4.68,387.72,0.0,0.0,0.3
she's going to find a sitter or else,387.36,4.399,389.5595,0.0,0.0,0.4
honey I can't argue with you now I'm,391.759,4.961,394.2395,0.2584,0.0,0.4
doing Court I'll see you later and start,394.38,6.599,397.6795,0.0,0.0,0.3
phoning Sinners well okay I'll try,396.72,7.099,400.2695000000001,0.4588,0.5,0.4
all righty For Heaven's Sake,409.46,4.92,411.92,0.0,0.0,0.7
hi pop hi hi fellas,448.139,4.68,450.479,0.0,0.0,0.7
Henry get off of me get off,453.5,6.72,456.86,0.0,0.0,-0.7
hot enough for you pop why can't you,461.88,3.78,463.77,0.0,0.125,0.4
kids train that big Ox not to jump on,463.74,3.48,465.48,0.0,0.0,0.3
oh he's glad to see everybody what you,467.22,5.419,469.9295,0.4588,0.5,0.7
got ice cream oh,469.56,3.079,471.0995,0.0,0.0,0.6
I'm bringing this stuff like you say,486.9,4.44,489.12,0.3612,0.0,0.6
strawberry ice cream chocolate the,489.06,5.82,491.97,0.0,0.0,0.7
cookies ginger ale Cottages cheeses okay,491.34,6.359,494.5195,0.2263,0.5,0.6
thanks honey say lady,494.88,6.06,497.91,0.4404,0.2,0.6
um before your husband comes home,497.699,6.801,501.0995,0.0,0.0,0.2
how about little teeth huh,500.94,3.56,502.72,0.0,-0.1875,0.2
you picked up fine time to be funny ah,504.9,4.32,507.06,0.5719,0.33333333333333337,0.7
don't worry honey you'll find another,507.96,4.199,510.0595,0.3412,0.0,0.7
maid no I'm not even going to try La,509.22,5.46,511.9500000000001,-0.296,0.0,-0.8
Maple was a horrible extravagance we,512.159,4.141,514.2295,-0.5423,-1.0,-0.8
just can't afford a maid right now you,514.68,4.02,516.6899999999999,0.0,0.2857142857142857,-0.7
know that unless of course you got that,516.3,3.78,518.1899999999999,0.0,0.0,0.3
but being invited to the boss's house,523.279,4.481,525.5195,0.0,0.0,0.3
for dinner is a hopeful sign,525.6,4.56,527.88,0.5106,0.0,0.6
what'd you get for a sitter I didn't and,527.76,4.139,529.8294999999999,0.0,0.0,-0.7
I phoned at least 15 of the Little,530.16,3.72,532.02,0.0,-0.24375,0.4
Darlings oh well we've still got time,531.899,3.661,533.7295,0.6486,0.0,0.3
I'll get busy on it while you feed the,533.88,3.899,535.8294999999999,0.0,0.1,0.3
kids hope you have better luck than I,535.56,3.719,537.4195,0.8316,0.5,0.4
hello may I speak with Dorothy please,539.279,4.581,541.5695,0.3182,0.0,-0.7
well the kids are put away for the night,549.54,3.38,551.23,0.2732,0.0,0.4
thank goodness,551.399,4.261,553.5295,0.6705,0.0,0.7
it's so silly dressing to go over there,552.92,5.68,555.76,0.101,-0.5,0.4
just the six of us the Hammond's always,555.66,6.5,558.91,0.0,0.0,0.5
dressed for dinner they would,558.6,3.56,560.38,0.0,0.0,0.4
you might as well give up you're not,562.74,4.52,565.0,0.2732,0.0,-0.7
going to get anybody of this hour,564.12,3.14,565.69,0.0,0.0,0.5
Agnes so glad I caught you in,569.3,7.659,573.1295,0.5095,0.5,0.4
others Mr King I was just wondering,572.94,6.0,575.94,0.0,0.0,0.7
well can't you go bowling some other,578.94,3.66,580.7700000000001,0.2732,-0.125,-0.5
oh no sure I understand goodbye,582.6,4.5,584.85,-0.2411,-0.25,-0.7
don't you think you just better call Mr,589.26,2.759,590.6395,0.4404,0.5,0.4
Hamlet and say that you can't get,590.82,2.22,591.9300000000001,0.0,0.0,0.4
and get fired for disobeying the Royal,593.04,5.16,595.62,-0.5574,0.0,-0.7
command and why not the sooner you start,595.08,4.74,597.45,0.0,0.0,0.4
out on your own and stop letting Mr,598.2,3.9,600.1500000000001,-0.296,0.6,0.4
Hamlin kick you around the better I like,599.82,3.42,601.5300000000001,0.6597,0.5,0.7
look my love for the last time there's,603.24,4.2,605.34,0.6369,0.25,0.8
more to starting a law practice than,605.94,3.24,607.5600000000001,0.0,0.25,0.4
just hanging out a shingle,607.44,3.839,609.3595,0.0,0.0,0.4
you have to make contacts take it by,609.18,4.2,611.28,0.0,0.0,0.4
degrees the only way you can do that is,611.279,4.021,613.2895,0.0,0.0,0.3
with an established outfit,613.38,4.38,615.57,0.0,0.0,0.6
you know I'm right I know you're a lot,615.3,4.32,617.4599999999999,0.0,0.2857142857142857,0.7
smarter than Mr Hammond thinks you are,617.76,4.74,620.13,0.4588,0.0,0.8
thank you what about that old duck we,619.62,4.26,621.75,0.3612,0.1,0.3
had a couple of months ago the one with,622.5,4.019,624.5095,0.0,0.0,0.3
the wart on her nose too late darling,623.88,5.78,626.77,0.5859,-0.3,-0.7
Edna got her,626.519,3.141,628.0895,0.0,0.0,0.2
hello is this Mrs Phillips,629.88,5.399,632.5794999999999,0.0,0.0,0.2
good evening this is Mr King,632.24,5.44,634.96,0.4404,0.7,0.6
can I talk to Mabel please,635.279,5.24,637.899,0.3182,0.0,0.6
there you see she's in oh neighbor,637.68,6.14,640.75,0.0,0.0,0.4
yes Mother,640.519,3.301,642.1695,0.4019,0.0,0.7
Mr King on the phone I guess he wants,644.16,4.919,646.6195,0.0,0.2,0.3
you to sit with his kids not me not,646.32,5.34,648.99,0.0,0.0,-0.7
while I'm conscious not those kids,649.079,6.0,652.079,0.0,0.1,-0.7
tell him I dropped dead,651.66,4.56,653.9399999999999,-0.6486,-0.2,-0.8
yes I heard Mrs Phillips she just,656.22,5.179,658.8095000000001,0.4019,0.0,0.4
dropped dead,658.68,2.719,660.0395,-0.6486,-0.2,-0.8
fresh out of names dear or fresh out of,661.82,5.519,664.5795,0.7351,0.3,-0.7
well we can always try Ginger oh no you,668.22,5.1,670.77,-0.0258,0.0,0.4
no you don't why why what's wrong with,671.1,5.66,673.9300000000001,-0.6486,-0.5,-0.7
ginger well in the first place you,673.32,3.44,675.0400000000001,0.2732,0.25,0.4
play she got a crush on you oh stop it,677.519,6.361,680.6995000000001,-0.1027,0.0,0.4
will you don't act so innocent,680.459,4.741,682.8294999999999,0.4795,0.5,-0.7
it's time she was here she tried to hold,683.88,4.16,685.96,0.0,0.0,0.7
hands with you right on my,685.2,2.84,686.62,0.0,0.2857142857142857,0.4
of course not dear,689.82,4.019,691.8295,-0.2924,0.0,-0.7
oh all right go ahead and call her,695.16,4.859,697.5894999999999,0.0,0.2857142857142857,0.4
personally I think you've got a crush on,697.92,3.0,699.42,-0.1531,0.0,-0.7
a child of 16,700.92,3.44,702.64,0.0,0.0,0.5
gosh Mr King I'm so glad you called I,716.7,5.16,719.2800000000001,0.5949,0.5,0.7
just adore sitting with those darling,719.82,4.86,722.25,0.8126,0.0,0.8
children good and that's a break for us,721.86,4.74,724.23,0.4404,0.7,0.7
you know I had several other calls,724.68,4.26,726.81,0.0,-0.0625,0.2
tonight to sit but I turned them all,726.6,4.26,728.73,0.0,0.0,-0.7
down because I just hoped and prayed,728.94,3.6,730.74,0.3818,-0.15555555555555559,-0.7
that you would call,730.86,4.979,733.3495,0.0,0.0,0.3
gosh you look so sharp in your tux,732.54,5.9,735.49,0.0,-0.125,0.8
I just did a new paint job on my nails,738.44,6.7,741.7900000000001,0.0,0.13636363636363635,0.7
like the Mr King yes fine,740.94,7.639,744.7595,0.7184,0.4166666666666667,0.4
I'm using a new perfume too it's called,745.14,8.4,749.34,0.0,0.13636363636363635,0.7
that's French oh means night of love,748.579,6.481,751.8195,0.6369,0.25,0.6
yes it's Keen,755.06,3.839,756.9794999999999,0.6369,0.0,0.7
well good night Ginger the children are,760.14,3.84,762.06,0.6124,0.7,0.5
all sound asleep but if you should need,762.24,2.94,763.71,0.0,0.4,0.3
