text,start,duration,time_midpoint,vader,textblob,llama3
this is Walter Winchell speaking to you,75.6,3.6,77.39999999999999,0.0,0.0,0.4
from Broadway the big Street in the Big,77.04,5.88,79.98,0.0,0.0,0.4
Town take a good look at,79.2,3.72,81.06,0.4404,0.7,0.7
it just a lot of cold impersonal,82.96,5.08,85.5,-0.3182,-0.6,0.3
buildings hustling imp personal crowds,85.6,4.72,87.96,0.0,0.0,-0.7
and flashing imp personal lights but,88.04,4.28,90.18,0.0,0.0,0.4
watch those lights every time one,90.32,3.64,92.14,0.0,0.0,0.4
flashes on or off somebody makes a,92.32,3.799,94.2195,0.0,0.0,-0.5
million dollars or loses a million,93.96,5.32,96.62,-0.3182,-0.3,-0.7
dollars or begs for a dying or breaks,96.119,6.441,99.3395,0.0,0.0,0.3
his heart sure just a big Street in a,99.28,5.92,102.24,0.7579,0.25,0.4
big town but with a personality with an,102.56,4.879,104.9995,0.0,0.0,0.7
impact like a beautiful woman you see,105.2,4.0,107.2,0.7506,0.85,0.7
once for a few seconds and then can,107.439,4.161,109.5195,0.0,-0.2,0.2
never forget that's the way Damon Rion,109.2,5.239,111.8195,0.1695,0.0,0.7
felt about the street Lindy's restaurant,111.6,4.839,114.0195,0.0,0.0,0.4
was his observation tower here he used,114.439,3.201,116.0395,0.0,0.0,0.7
to meet with his colorful crew of,116.439,2.96,117.919,0.0,0.3,0.7
friends he made small talk with,117.64,3.88,119.58,0.4767,-0.25,0.3
celebrities in big talk with bus boys,119.399,3.961,121.3795,0.0,0.0,0.4
and he sat drinking coffee and trading,121.52,5.48,124.26,0.0,0.0,0.2
stories far into the night and then when,123.36,5.36,126.04,0.0,0.1,0.4
the morning fog would start to roll in,127.0,3.92,128.96,0.0,0.0,0.4
across the East River the city would,128.72,4.879,131.1595,0.0,0.0,0.4
awaken the sun and the early Rises would,130.92,4.8,133.32,0.0,0.1,0.7
start to whip up a fresh batch of,133.599,4.841,136.0195,0.3182,0.3,0.7
daylight and as the rest of the Town,135.72,5.0,138.22,0.0,0.0,0.7
turned out to pound Pavements Damon,138.44,4.64,140.76,0.0,0.0,0.3
runan turned in to pound his typewriter,140.72,3.96,142.7,0.0,0.0,0.6
to write about the Guys and Dolls he met,143.08,5.0,145.58,0.0,0.0,0.4
on Broadway like Harry the horse dancing,144.68,7.04,148.20000000000002,0.3612,0.0,0.7
Dan appal Landy or for instance take the,148.08,5.96,151.06,0.0,0.0,0.4
Broadway bookie who made his living,151.72,5.72,154.58,0.0,0.0,0.4
accepting bets on horse,154.04,8.479,158.27949999999998,0.3818,0.0,0.2
races hey that's my penny identify,157.44,9.84,162.36,0.0,0.0,0.4
it it's got a picture of Abraham,162.519,4.761,164.89950000000002,0.0,0.0,0.2
Lincoln you kids with college,169.72,6.08,172.76,0.0,0.0,0.2
educations this is sorrowful Jones who,173.48,3.759,175.3595,-0.4939,0.0,-0.7
fell in love with money at the age of,175.8,3.76,177.68,0.6369,0.5,0.8
six and they've been going steady ever,177.239,4.521,179.4995,0.0,0.16666666666666666,0.4
hi you Blinky hi you,181.76,5.839,184.6795,0.0,0.0,0.4
sful who do you like today grey Joe and,184.04,7.64,187.86,0.4019,-0.05,0.4
the second at dington here two bucks to,187.599,6.601,190.8995,0.0,0.0,0.2
win you got,191.68,5.88,194.62,0.5859,0.8,0.8
it a pencil sorrowful that ain't for,194.2,7.36,197.88,-0.4939,0.0,0.4
free you've been eating carrots,197.56,4.0,199.56,0.5106,0.4,-0.7
man who do you like,215.64,3.48,217.38,0.3612,0.0,0.4
today my dreaming Jo win dreamy,223.04,6.32,226.2,0.5859,0.8,0.7
Joe you got,227.28,4.239,229.3995,0.0,0.0,0.5
it next time put a little starch in,229.36,3.159,230.9395,0.0,-0.09375,0.6
these will,231.519,3.92,233.479,0.0,0.0,0.2
Jo which means weather clear track fast,235.439,6.241,238.5595,0.3818,0.15000000000000002,0.7
I'll be back,238.72,2.96,240.2,0.0,0.0,0.6
hello s what goes today happy I kind of,243.879,6.121,246.9395,0.5719,0.7,0.7
like sudden death in the last race punch,247.28,6.239,250.3995,-0.34,0.0,-0.7
B but I'll bet too undrey Joe to win too,250.0,5.879,252.9395,0.7351,0.8,0.4
undrey Joe everybody wants dreamy Joe,253.519,4.96,255.999,0.0,0.2,0.6
must be a hot tip I'll be seeing,255.879,6.001,258.8795,0.0,0.25,0.7
you what am I,258.479,3.401,260.1795,0.0,0.0,0.2
saying anything half today Nick I got a,267.199,5.961,270.1795,0.0,-0.16666666666666666,0.2
fin writing on dreamy Joe a,270.24,5.92,273.2,0.0,0.0,0.5
Jero hey get these things sharp and,285.039,4.72,287.399,0.0,-0.125,-0.7
they're ruining all my,287.08,2.679,288.4195,-0.25,0.0,0.4
shirts when sorrowful Jones enters this,292.52,4.92,294.98,-0.4939,0.0,-0.7
doorway he enters another world a world,294.919,4.761,297.2995,0.0,0.0,0.4
of wise money and dumb animals where,297.44,4.28,299.58,-0.0516,0.16249999999999998,0.6
your bankroll can go faster than any,299.68,5.72,302.54,0.0,0.0,0.8
horse in any race this is sel's place of,301.72,6.16,304.8,0.0,0.0,0.2
business it's called a horse room and if,305.4,4.4,307.6,0.0,0.0,0.4
the police knew about it they'd close it,307.88,3.879,309.8195,0.0,0.0,-0.7
because betting on horses is against the,309.8,5.88,312.74,0.0,0.0,-0.7
law except at RAC tracks where you been,311.759,6.0,314.759,0.0,0.0,0.7
I'm picking up a load of the green stuff,315.68,4.799,318.0795,0.0,-0.2,0.2
what a beautiful color 126 bucks and,317.759,4.081,319.7995,0.5994,0.85,0.4
almost all of it on a dog would' make,320.479,3.361,322.1595,0.0,0.0,0.6
better time if the jockey carried him,321.84,3.88,323.78,0.4404,0.5,0.6
such as such as dreamy Joe and the,323.84,5.32,326.5,0.0,0.0,0.4
second boys the second race is over,325.72,6.52,328.98,0.0,0.0,0.2
dream me Joe one how do you feel well I,329.16,4.08,331.20000000000005,0.4767,0.0,0.4
had a headache when I got up this,332.24,2.36,333.42,0.0,0.0,-0.7
morning but I after picking up all this,333.24,4.04,335.26,0.0,0.0,0.3
i don't tell,337.36,3.399,339.0595,0.0,0.0,-0.7
me my heada aches back dreamy,341.72,5.479,344.45950000000005,-0.25,0.0,0.3
55 would you like to bet it all in the,352.52,4.519,354.7795,0.3612,0.0,0.6
next race come on come on shell out kind,354.52,5.04,357.04,0.5267,0.3,0.7
of money will never bring any happiness,357.039,4.681,359.3795,-0.4449,0.7,-0.8
either hey sorrowful hey don't bother me,362.44,6.479,365.6795,-0.2878,0.0,-0.7
spit he giving blood I'll bother,366.28,5.319,368.9395,0.0,0.0,-0.7
him big Steve would like you should come,368.919,6.441,372.1395,0.3612,0.0,0.4
over to his Cafe right away pay,371.599,7.081,375.1395,-0.1027,0.2857142857142857,0.4
off hey doesn't Big Steve own dreamy Joe,375.36,6.119,378.4195,0.0,0.3,0.4
and which I have $10 riding with you at,378.68,5.28,381.32,0.0,0.0,0.2
11 to one what you do tip everybody in,381.479,4.641,383.7995,0.0,0.0,0.6
the street except me when Big Steve,383.96,4.959,386.4395,0.0,0.0,0.4
wants to see you it's very healthy to,386.12,5.28,388.76,0.4576,0.42500000000000004,0.3
call how do you like that big Steven his,392.84,4.32,395.0,0.3612,0.0,0.7
dreamy Joe takes me over like I was a,395.24,5.079,397.7795,0.3612,0.0,0.7
sucker a tourist he knew dreamy Joe was,397.16,4.92,399.62,-0.5267,-0.3,0.4
going to win it was a boat race a big,400.319,4.401,402.5195,0.5859,0.4,0.7
frame you had to Bar guys like that from,402.08,5.72,404.94,0.3612,0.0,0.4
racing and now he wants to see me well,404.72,4.84,407.14,0.2732,0.2,0.3
if he wants to see me let him come over,407.8,5.119,410.3595,0.0,0.2,0.7
here I'm not afraid,409.56,6.88,413.0,0.0,0.3,0.4
of you're so,412.919,3.521,414.6795,0.0,0.0,-0.7
you better date the dummy Sor she,454.28,5.12,456.84,0.4404,0.5,0.6
doesn't have to eat well well it doesn't,456.08,5.839,458.9995,0.4939,0.0,-0.7
cost a scent to say hello hello glad,459.4,4.639,461.7195,0.4588,0.5,0.4
O'Neal you know it's been almost four,461.919,4.84,464.339,0.0,0.0,0.2
years since I saw you sorrowful but I,464.039,4.801,466.4395,-0.2732,0.0,-0.7
recognize the,466.759,5.921,469.7195,0.0,0.0,0.2
suit oh it's been lucky for me up to now,468.84,5.6,471.64,0.4215,0.3333333333333333,0.7
some people seem to forget what some,472.68,4.239,474.7995,-0.2263,0.0,-0.7
people used to spend on some people,474.44,5.64,477.26,0.0,0.0,0.2
spend where did you ever learn that word,476.919,5.801,479.8195,0.0,0.0,0.6
I always figured you invented the Dutch,480.08,5.6,482.88,0.0,0.0,0.2
Treat wait a minute I'd like to have a,482.72,4.56,485.0,0.6369,0.0,0.3
nickel for every bottle of champagne I,485.68,3.72,487.54,0.296,0.0,0.4
bought you I was more naive then I,487.28,3.68,489.12,-0.3384,0.1,0.7
believed you could make Champagne by,489.4,4.4,491.6,0.296,0.0,0.3
mixing ginger ale and rubbing alcohol it,490.96,4.4,493.16,0.0,0.0,-0.7
was not rubbing,493.8,4.76,496.18,0.0,0.0,-0.7
alcohol look at those beautiful violets,495.36,6.959,498.8395,0.5994,0.85,0.7
25 cents a bunch to you mister come on,498.56,6.24,501.68,0.0,0.0,0.7
they've got dangerous Thorns yeah same,502.319,4.801,504.7195,-0.2263,-0.3,0.3
old sorrowful now you got me wrong I'm a,504.8,4.48,507.04,-0.743,-0.2,-0.7
