text,start,duration,time_midpoint
any help um,114.78,3.379,116.4695
what do you want to see the president,189.48,3.6,191.28
the first vice president and second vice,191.459,5.481,194.1995
president appointment for seven years,193.08,3.86,195.01000000000002
maybe I can help you,201.0,3.26,202.63
welcome home good to see you Max boy we,238.799,4.5,241.049
sure missed you it's about time and come,241.379,3.481,243.1195
on let's sit down we got lots to talk,243.299,3.481,245.0395
about sit right here Max how about some,244.86,3.84,246.78
wine Max good we'll all have some yeah,246.78,4.22,248.89000000000001
you look great Max never look better did,253.08,3.6,254.88000000000002
yeah he's even got a good tan just in,256.68,3.779,258.5695
time for lunch,258.959,3.96,260.939
we'll go to Luigi's nice thick steaks,260.459,5.041,262.97950000000003
food can we remember Luigi's Max hey,262.919,6.121,265.9795
snap the best first thing you need is,265.5,5.28,268.14
some new clothes have I got a tailor,269.04,3.84,270.96000000000004
Uptown shoulders Max wants clothes,270.78,4.02,272.78999999999996
you'll buy clothes but he wants to eat,272.88,4.34,275.05
maybe there's other things he wants,277.259,2.401,278.4595
Max knows what he wants did me always,279.66,4.86,282.09000000000003
and at all costs money everything costs,282.66,3.599,284.45950000000005
is a thousand dollars,286.259,4.621,288.5695
I notice you got the painting of par,289.259,3.541,291.02950000000004
hanging downstairs it's a copy of the,290.88,3.24,292.5
one at the house,292.8,3.36,294.48
it's a nice touch,294.12,3.78,296.01
Bank should always hang paintings of the,296.16,3.84,298.08000000000004
dead men who started them gives them a,297.9,4.26,300.03
sense of tradition,300.0,3.84,301.92
like this one this Bank stinks with,302.16,3.72,304.02000000000004
today has been dead five years let it,303.84,4.079,305.87949999999995
rest make the money Max where's my,305.88,3.72,307.74
living I call the house there was no,307.919,3.861,309.8495
what's wrong,313.86,4.32,316.02000000000004
doesn't she live in the big house,318.18,3.0,319.68
she moved where,321.18,5.82,324.09000000000003
back on Mulberry Street why who knows,323.34,5.46,326.07
we kept the big hospital just as it was,327.0,3.6,328.8
she won't go near it,328.8,3.239,330.4195
come on drink up we've got a whole,330.6,4.099,332.64950000000005
bottle of killed,332.039,2.66,333.36899999999997
I kind of lost my taste for champagne,338.22,3.919,340.1795
cigars too,342.36,2.899,343.8095
a Big Rich Bank,348.6,4.8,351.0
must be quite a responsibility,351.18,5.4,353.88
lots of Big Rich worries,353.4,5.34,356.07
you know something Joe,356.58,4.08,358.62
you look worried,358.74,3.66,360.57
me I've got nothing to worry about I got,360.66,4.46,362.89000000000004
nothing period,362.4,2.72,363.76
how's Maria,366.24,5.94,369.21000000000004
fine is she still is beautiful yeah,368.28,5.16,370.85999999999996
you know being married has got us,372.18,2.459,373.4095
worries too,373.44,2.58,374.73
especially to a beautiful girl like,374.639,5.181,377.22950000000003
Maria does she ever ask about me,376.02,3.8,377.91999999999996
I must come up to dinner soon anytime,381.24,4.459,383.4695
that's a nice family you got Joe,387.539,4.1,389.589
blondes like their mother,393.78,3.08,395.32
how good time has been to you,398.16,5.06,400.69
to all three of you,400.199,3.021,401.7095
Tony's got Maria,404.639,4.321,406.7995
two blonde kids who hate spaghetti,406.8,5.1,409.35
Pietro second vice president,408.96,4.019,410.9695
I can remember when your greatest,411.9,4.98,414.39
ambition was 50 bucks for six rounds,412.979,7.681,416.8195
yes time has been more than good to you,416.88,6.36,420.06
tell me why do you all look so worried,420.66,4.68,423.0
what do you want Max seven years I want,423.24,4.679,425.5795
them back not much I told you it's not,425.34,4.5,427.59
working Max you're not scaring anyone I,427.919,4.821,430.3295
want seven years back,429.84,2.9,431.28999999999996
better take the money it's all you get,436.08,3.86,438.01
I'll bust his head,447.919,5.981,450.9095
he's out for blood he'll get blood,450.84,5.579,453.62949999999995
plenty of blood will you calling,453.9,6.56,457.17999999999995
Angelina we don't need Angelina,456.419,4.041,458.4395
we're going to keep it in the family,460.56,3.479,462.2995
where it belongs,461.88,5.12,464.44
it's always been,464.039,2.961,465.5195
a man who throws away money is a big,470.4,4.1,472.45
a big problem,474.96,2.84,476.38
Saturday night,679.86,5.099,682.4095
how come you're home on a Saturday night,682.079,6.841,685.4994999999999
you don't ask girls questions like that,684.959,6.361,688.1395
if you must know nobody asked me,688.92,4.859,691.3494999999999
there always was your trouble unpopular,691.32,3.92,693.2800000000001
I guess you've been alone every night,693.779,4.74,696.149
nobody's that unpopular,695.24,4.42,697.45
anyone to kill time with you've had a,699.66,4.14,701.73
lot of time to kill and a lot of time,701.64,4.74,704.01
have you seen your brothers,706.38,6.62,709.6899999999999
I had to see them before anything and,708.779,4.221,710.8895
don't be like that Max especially not,715.62,3.719,717.4795
tonight how would you expect me to be,717.959,2.82,719.3689999999999
full of jokes,719.339,3.781,721.2295
happy Max laughing boy it's over seven,720.779,3.961,722.7595
years past and gone forget them,723.12,4.5,725.37
vengeance is a rare wine a joy Divine,724.74,4.2,726.84
says the Arab,727.62,3.839,729.5395
I'm gonna get drunk on it,728.94,4.2,731.0400000000001
where did you pick that up some,731.459,3.601,733.2595
philosopher in the death house then,733.14,4.199,735.2395
you've come back a fool check,735.06,3.899,737.0094999999999
I was once the smartest of them all what,737.339,3.801,739.2395
did it get me,738.959,4.981,741.4495
us you and me and everything we've,741.14,5.199,743.7395
waited for Max let's get out of New York,743.94,4.62,746.25
tonight let's go to San Francisco you,746.339,4.261,748.4695
can start again whatever you want what I,748.56,4.14,750.63
want is right here in New York just what,750.6,3.9,752.5500000000001
goes on in that fine Italian brain of,752.7,3.42,754.4100000000001
yours murder,754.5,3.18,756.09
is that what you planned for seven years,756.12,3.0,757.62
a vendetta,757.68,3.899,759.6294999999999
that's how I killed time what about me I,759.12,4.62,761.43
was in a jail for seven years I was in a,761.579,4.741,763.9495
bigger jail than yours I was in a Jailer,763.74,4.32,765.9
side of the world you'll have to wait a,766.32,3.959,768.2995000000001
little longer I've done my last night's,768.06,4.7,770.41
let me have the porter please,774.18,3.26,775.81
what's that for I'm getting two tickets,777.48,3.24,779.1
on a plane to San Francisco you'll have,779.04,5.4,781.74
one empty seat it's now or never,780.72,6.78,784.11
you mustn't threaten an Italian,784.44,6.5,787.69
it doesn't mix well in our blood,787.5,3.44,789.22
am I part of your Vendetta am I on your,791.1,4.08,793.14
isn't it enough to destroy your brothers,795.18,4.62,797.4899999999999
and yourself why me why did you come,796.74,6.36,799.92
back to me at all and for what a dead,799.8,6.539,803.0695
man an evil man a bad man you're filled,803.1,5.64,805.9200000000001
with this poison it breathes in you the,806.339,3.961,808.3195000000001
world's better off with your father dead,808.74,4.58,811.03
but you're not,810.3,3.02,811.81
good boy that's what Gino maletti likes,813.48,5.82,816.39
it's the truth because it hurts hate Max,816.54,5.82,819.4499999999999
hate don't ever love listen to your dead,819.3,5.3,821.9499999999999
on the floor,939.38,5.88,942.32
yeah scrubbing my back,1025.939,4.041,1027.9595000000002
oh that's good A little Lord now a,1038.38,8.28,1042.5200000000002
little longer find it harder,1042.679,3.981,1044.6695000000002
go on a scrub and scrub a hard,1049.12,4.32,1051.28
the import people are calling again,1120.74,4.319,1122.8995
about their long now the shipment is on,1122.9,4.32,1125.0600000000002
a duck not now after a little while,1125.059,4.021,1127.0695
first I take care of my friends,1127.22,3.36,1128.9
oh look up,1129.08,5.18,1131.6699999999998
oh Gene here,1130.58,3.68,1132.4199999999998
in America how many times speaking,1135.64,3.399,1137.3395
you gotta learn sometime I'm gonna need,1139.039,5.161,1141.6195
some money to buy one horse what four,1141.38,4.86,1143.8100000000002
you need a horse the only one she died,1144.2,4.26,1146.3300000000002
she cannot pick up a junk,1146.24,4.34,1148.41
how much it cost one horse,1148.46,5.36,1151.14
150 dollars,1150.58,3.24,1152.1999999999998
all right the sign here look uh,1159.74,4.1,1161.79
okay eighty thousand dollars on the,1164.96,3.48,1166.7
housing project see,1166.58,3.9,1168.53
I fell up in Chicago on the telephone,1168.44,3.9,1170.39
wants to know if you renew on the,1170.48,5.1,1173.03
brewery hello,1172.34,3.24,1173.9599999999998
but Gina this is only a little twenty,1189.34,3.699,1191.1895
oh God interest I take him out in,1193.039,6.321,1196.1995
doctor said I gotta send them to Denver,1209.9,7.56,1213.68
where he died Denver,1214.88,4.5,1217.13
that's a long trip,1217.46,4.26,1219.5900000000001
that's in Kansas,1219.38,5.159,1221.9595000000002
oh how much today cost,1221.72,5.459,1224.4495
62 dollars,1224.539,6.201,1227.6395
hey Tony Pedro,1227.179,3.561,1228.9595000000002
you know what is the banking hours 903,1230.919,4.781,1233.3095
