text,start,duration,time_midpoint
the winter of 1938 was one year before,116.32,6.159,119.39949999999999
the beginning of the second world war,119.04,6.0,122.04
and paris was still an island of light,122.479,5.361,125.1595
in the darkness of europe,125.04,5.999,128.0395
and everywhere men saw the new european,127.84,4.56,130.12
the refugee and on the streets,132.4,6.16,135.48000000000002
political refugees rubbed shoulders with,136.4,4.96,138.88
the refugees from life,138.56,4.88,141.0
and no one cared if these men and women,141.36,4.64,143.68
lived or died,143.44,6.08,146.48
so history prepared the end of an era,146.0,9.93,150.965
and the beginning of our times,149.52,18.959,158.9995
yo she's dead you're quite right she did,220.239,4.081,222.2795
my apologies,227.519,14.321,234.67950000000002
you're a pilser,244.319,11.521,250.0795
he's raised the police pick up this,274.24,4.64,276.56
fellow polyansky in some bistro,276.24,4.72,278.6
he told him where he lived did they,278.88,3.28,280.52
catch anyone else,280.96,4.08,283.0
no no no no madame favier was able to,282.16,6.16,285.24
get them all down to the cellar,285.04,3.28,286.68
ah good evening good evening,289.919,6.321,293.0795
good evening let us play a game of,293.199,5.121,295.7595
billiards eh the police will probably be,296.24,3.76,298.12
busy upstairs for some time,298.32,4.719,300.6795
all right name mula,300.0,6.08,303.04
you keep out of this name,303.039,7.041,306.5595
polyansky vladislav polyansky,306.08,6.0,309.08
didn't you know this man had no papers i,310.08,3.76,311.96
wasn't on the desk when he registered,312.08,3.2,313.68
oh wow if you ever let another person,313.84,4.079,315.87949999999995
register without never mind that,315.28,5.199,317.87949999999995
this isn't your first offense i'm sorry,317.919,4.081,319.9595
but this time you'll get six months,320.479,3.121,322.0395
before we deport you,322.0,5.36,324.68
next time it'll be worse it's the law,323.6,7.599,327.39950000000005
i saw hecky again,327.36,8.32,331.52000000000004
are you sure yes did he see you,331.199,7.28,334.839
no you think you would recognize me over,335.68,4.239,337.7995
he did see you,338.479,3.921,340.4395
he thinks i'm dead lucky for your,339.919,3.84,341.839
friends at home,342.4,4.48,344.64
your record nice krause,343.759,6.241,346.8795
cars has no friends left,346.88,6.0,349.88
ghosts i thought i would be over this by,350.0,3.36,351.68
yeah one never is i am still waiting for,353.36,5.76,356.24
three franco spaniards,356.72,5.28,359.36
that's my dream,359.12,2.88,360.56
everybody in this room has his dream,362.72,8.0,366.72
rubber part over there he dreams they're,367.52,6.32,370.68
pulling out his fingernails again,370.72,6.08,373.76000000000005
cranks dreams they're chasing him down,373.84,4.24,375.96
under then linden,376.8,3.519,378.5595
he runs and runs but they always catch,378.08,3.679,379.91949999999997
schultz his friends call him the bird of,381.759,6.081,384.7995
he dreams of the next disaster he left,387.919,5.12,390.479
berlin two weeks before hitler came to,391.12,3.28,392.76
he left vienna three days before the,394.4,4.72,396.76
nazis came in,396.24,2.88,397.68
my dream is civil space after they had,402.56,3.759,404.4395
finished with her,404.24,3.2,405.84000000000003
she couldn't tell them anything because,406.319,2.961,407.7995
she knew nothing she was not in my,407.44,3.92,409.4
confidence she meant no more to me than,409.28,4.16,411.35999999999996
on a beautiful painting they expected,411.36,4.08,413.40000000000003
her to crack but she didn't crack,413.44,4.08,415.48
she let them kill her right before my,415.44,4.24,417.56
eyes hackie killed her,417.52,3.92,419.47999999999996
she had a world of courage but no great,419.68,5.12,422.24
strength she lasted a very little while,421.44,5.599,424.2395
you will have your revenge arabic these,424.8,5.36,427.48
crimes cannot go unpunished,427.039,6.481,430.2795
revenge no not revenge revenge is a,430.16,6.0,433.16
personal thing this is something bigger,433.52,4.32,435.68
sibyl's face is now the symbol of,436.16,4.479,438.39950000000005
thousands of beaten faces,437.84,5.28,440.47999999999996
hackie must never leave france each time,440.639,4.481,442.8795
he returns to berlin,443.12,5.72,445.98
innocent people die by the hundreds they,445.12,6.72,448.48
go where leave me alone,489.28,6.8,492.67999999999995
you're not well let me get you a cabin,493.759,4.88,496.199
send you home,496.08,2.559,497.35949999999997
what did you hear me i said i'll put you,503.52,4.56,505.79999999999995
in a cab and send you to your apartment,506.479,5.28,509.11899999999997
your hotel well wherever you live,508.08,7.759,511.9595
no no then where,511.759,4.08,513.799
look if you're thinking of taking a swim,516.8,3.76,518.68
it's the wrong time of the year the,520.56,3.47,522.295
water is too cold,521.919,3.841,523.8394999999999
i hadn't started oh well then i won't be,525.76,4.88,528.2
responsible for putting ideas in your,528.959,2.56,530.2389999999999
come i know a little face around the,531.519,3.281,533.1595
you need a drink to warm you up,534.8,3.28,536.4399999999999
come on the bridge will always be here,538.64,4.4,540.84
what do you want to drink anything,544.0,4.64,546.32
two calvaros any package of,547.04,3.76,548.92
chesterfields only french,548.64,4.72,551.0
then give me a package of lawrence honey,550.8,4.8,553.1999999999999
all right bloom i may still have one,561.04,5.04,563.56
green left,563.6,2.48,564.84
green found one after all were you in,573.6,3.52,575.36
no circus oh better still,577.12,7.52,580.88
here take this drink it all at once,580.399,5.44,583.119
for a moment it will give you the,584.64,2.8,586.04
illusion that you are living in a hot,585.839,5.68,588.6790000000001
dry country,587.44,7.04,590.96
which way are you going,591.519,2.961,592.9995
i don't know where do you live i can't,595.36,5.039,597.8795
go there not there,598.24,4.64,600.5600000000001
don't you know anyone to whom you can go,600.399,5.761,603.2795
you could call them up from here,602.88,6.639,606.1995
no no there is nobody but you must go,606.16,4.56,608.4399999999999
haven't you any money for a room yes,610.72,6.16,613.8000000000001
yes i have well then go to a hotel,613.76,4.48,616.0
look you've got to go somewhere you,616.88,2.85,618.305
can't stay in the streets in this rain,618.24,5.049,620.7645
yes you're right you're quite right,623.519,4.961,625.9995
don't travel about me anymore,626.32,5.759,629.1995000000001
i'll find a place,628.48,19.359,638.1595
thank you for everything,632.079,15.76,639.959
all right come with me,651.12,8.82,655.53
we'll find something for you thank you,654.16,18.679,663.4995
this room was empty yesterday but um,676.72,4.799,679.1195
failure must have loved it,680.079,5.041,682.5994999999999
or fear the bedbugs could get away,681.519,3.601,683.3195000000001
sit down a moment i'll drive from the,687.76,16.079,695.7995
balcony side,689.839,14.0,696.839
it's no use the window is locked too,706.56,4.08,708.5999999999999
may i sit here for a moment you can,713.6,3.84,715.52
sleep here,716.32,4.079,718.3595
that's the easiest thing,717.44,2.959,718.9195000000001
you should have left me on the street oh,721.36,3.2,722.96
you won't disturb me,723.04,3.12,724.5999999999999
it's not the first time someone has,724.56,3.2,726.16
