text,start,duration,time_midpoint,vader,textblob,llama3
1933 it's been a long time since I first,82.04,4.66,84.37,0.0,0.1,0.4
looked out into this Valley in southern,85.2,5.459,87.9295,0.0,0.0,0.4
Utah and said to myself Tom Acres this,86.7,6.059,89.7295,0.0,0.0,0.7
is sure pretty country,90.659,4.021,92.6695,0.6705,0.375,0.3
how'd you like to live here have your,92.759,3.781,94.6495,0.3612,0.13636363636363635,0.4
own place where there's plenty of gold,94.68,4.32,96.84,0.0,0.6,0.7
and trout in the streams lots of deer in,96.54,3.48,98.28,0.0,0.0,0.8
forget all your worries raise your own,100.02,5.279,102.6595,-0.5719,0.6,0.4
food and Be Your Own Boss,102.72,5.28,105.36,0.0,0.6,0.4
25 years ago I made up my mind I'd make,105.299,4.32,107.459,0.0,0.0,0.7
this place my home,108.0,7.02,111.51,0.0,0.0,0.8
find a wife raise a family baby a son,109.619,8.301,113.7695,0.0,0.0,0.7
but in a few years things changed,115.02,6.059,118.0495,0.0,-0.2,0.3
nature given us a lot but gradually she,117.92,5.739,120.7895,0.0,0.0,0.4
began to take it away,121.079,7.081,124.6195,0.0,0.0,-0.7
cool rains became hot dry winds,123.659,10.44,128.87900000000002,0.3182,0.17777777777777778,-0.7
now we have a drought and depression,128.16,7.92,132.12,-0.5719,0.0,-0.7
but like the fellas said there's some,134.099,4.201,136.1995,0.5023,0.0,0.3
good in everything I wouldn't be happy,136.08,5.4,138.78,-0.0253,0.75,0.2
anywhere else I love this country,138.3,5.04,140.82000000000002,0.6369,0.5,0.8
and I'm gonna stick it out till things,141.48,4.56,143.76,0.0,0.0,0.4
get better even if all I have to live on,143.34,4.979,145.8295,0.4404,0.3181818181818182,0.4
is the Bounty you get for killing the,146.04,4.88,148.48,-0.6597,0.0,0.4
where'd you come from,383.66,5.259,386.2895,0.0,0.0,0.2
a big lion tell me from up there,386.4,4.38,388.59,0.0,0.0,0.7
I've been checking that cat ever since,388.919,3.78,390.809,0.0,0.0,0.4
sunup just when I get him in my sights,390.78,3.24,392.4,0.0,0.0,0.7
you have to come along,392.699,3.0,394.199,0.0,0.0,0.4
you know what's good for you you'll hit,394.02,3.299,395.6695,0.4404,0.7,0.7
the road and keep going but I was only,395.699,5.241,398.3195,0.0,0.0,-0.7
trying to shut up and get out of here,397.319,3.621,399.1295,0.0,0.0,-0.7
right where you're set for all on the,417.66,6.3,420.81,0.0,0.2857142857142857,0.6
known boy paw never misses,420.9,5.639,423.7195,0.1695,0.0,0.8
well let's get her strip down with Jim,423.96,6.56,427.24,0.2732,-0.15555555555555559,0.4
it's woke up long outside there,426.539,3.981,428.5295,0.0,-0.025,0.3
hey come back here,437.4,3.26,439.03,0.0,0.0,0.4
hi there fella hi come back here come,448.08,6.559,451.3595,0.0,0.0,0.4
here before I beat your ears down,451.199,3.44,452.919,0.0,-0.15555555555555559,-0.7
stay here where you belong,458.94,4.819,461.3495,0.0,0.0,0.7
oh Gil they're not after the cat,464.639,4.321,466.7995,0.0,0.0,0.6
pulled my calf down last night did you,468.96,6.06,471.99,0.0,-0.07777777777777779,-0.7
get it Mr Eggers did it get him you want,471.36,5.04,473.88,0.0772,0.0,0.5
I had him right in my sights and Along,476.4,4.859,478.8295,0.0,0.2857142857142857,0.8
come some City kid and I said it kid up,478.319,5.641,481.1395,0.0,0.0,0.4
here yeah up here,481.259,5.101,483.8095,0.296,0.0,0.6
was carrying a suitcase just like it was,483.96,4.62,486.27,0.3612,0.0,0.2
walking down Main Street Tom why don't,486.36,6.26,489.49,0.0,0.005555555555555536,0.2
you own up that cat's too smart for you,488.58,4.04,490.6,0.4019,0.40714285714285714,0.4
take a better shot than you're ever,497.639,5.12,500.199,0.4404,0.5,0.7
going to be to collect that body,499.259,3.5,501.009,0.0,0.0,-0.7
you think so,507.18,3.73,509.045,0.0,0.0,0.2
and I'm gonna split your back open,528.3,5.76,531.18,0.0,0.0,0.4
if I ever do it again I will be aiming,531.839,4.701,534.1895000000001,0.0,0.0,-0.8
at your hat,534.06,2.48,535.3,0.0,0.0,0.2
Dance Center,542.48,3.419,544.1895000000001,0.0,-0.1,0.4
hello there,553.8,5.219,556.4095,0.0,0.0,0.7
all right now,556.5,5.42,559.21,0.0,0.2857142857142857,0.5
all right man,559.019,2.901,560.4695,0.0,0.2857142857142857,0.7
you got the cat,563.519,2.961,564.9995,0.0,0.0,0.7
hey wait a minute,571.019,3.621,572.8295,0.0,0.0,0.4
here's your mail,585.98,4.18,588.07,0.0,0.0,0.2
so to take my groceries home I'll come,588.3,4.58,590.5899999999999,0.0,0.0,0.4
back and give you a hand,590.16,2.72,591.52,0.4939,0.0,0.7
so his family comes to God,640.68,6.42,643.89,0.2732,0.0,0.7
to come with a wagon broken down,643.92,5.7,646.77,-0.4767,-0.2777777777777778,-0.7
so the farmer,647.1,5.28,649.74,0.0,0.0,0.7
feeds them all,649.62,7.26,653.25,0.0,0.0,0.8
when the farmer comes to town with his,652.38,7.019,655.8895,0.0,0.0,0.4
wagon loaded down,656.88,5.1,659.43,0.0,-0.15555555555555559,0.2
oh the farmer is,659.399,5.461,662.1295,0.0,0.0,0.4
going to repeats them all,661.98,7.919,665.9395000000001,0.0,0.0,0.2
if you'll only look and see I think you,664.86,9.24,669.48,0.0,0.0,0.4
will agree that the farmer is the man,669.899,7.141,673.4695,0.3612,0.0,0.7
who feeds them all,674.1,7.859,678.0295,0.0,0.0,0.5
the farmer is the man the farmer is the,677.04,8.71,681.395,0.0,0.0,0.8
man dies on credibility,681.959,6.361,685.1395,0.0,0.0,-0.7
then they take him by the hand and they,688.32,5.94,691.2900000000001,0.4939,0.0,0.4
lead him to the land,691.86,5.64,694.6800000000001,0.0,0.0,0.4
and the merchant is the man who gets it,694.26,4.44,696.48,0.0,0.0,0.5
the farmer is the man,698.7,8.3,702.85,0.0,0.0,0.7
the farmer is the man,702.18,4.82,704.5899999999999,0.0,0.0,0.7
you want some more young Paula yes sir,719.1,4.859,721.5295,0.5046,0.3,0.7
I'm I'm looking for Tom Eggers Place Tom,721.2,3.9,723.1500000000001,0.0,0.0,0.2
you'll never get there,725.1,4.62,727.41,0.0,0.0,-0.7
why not you're going the wrong way,726.72,5.58,729.51,-0.4767,-0.5,-0.7
I can take you right to his gate,729.72,5.94,732.69,0.0,0.2857142857142857,0.7
unless you're dead set on walking not me,732.3,5.84,735.2199999999999,-0.6486,-0.2,0.7
thanks a lot mister,738.14,3.6,739.9399999999999,0.4404,0.2,0.7
you know walked all the way over some,744.56,4.48,746.8,0.0,0.0,-0.7
Cedar Breaks,747.48,3.18,749.07,0.0,0.0,0.7
on the trail back there a big mountain,749.04,4.16,751.12,0.0,0.0,0.6
lion jumped on me you just missed me too,750.66,6.179,753.7495,-0.296,0.0,0.7
hey you're lucky quickest killers in the,753.2,6.72,756.5600000000001,-0.3612,0.3333333333333333,-0.7
forest them cougars,756.839,3.081,758.3795,0.0,0.0,0.4
doing a lot of damage to stock too,760.079,6.32,763.2389999999999,-0.4939,0.0,-0.7
oh here is a mess,763.019,3.38,764.7090000000001,-0.3612,-0.175,-0.7
what are you trying to do,770.899,6.581,774.1895,0.0,0.0,0.2
you want to start a forest fire,774.42,5.34,777.0899999999999,-0.2732,0.0,-0.8
one spark in this whole country blew up,777.48,4.08,779.52,0.2263,0.2,-0.7
everything dries tender around here come,781.56,6.719,784.9195,0.0,0.0,0.4
on I'm sorry I I didn't know,784.139,7.681,787.9795,-0.0772,-0.5,-0.7
trees all look so green yeah Pines are,788.279,5.281,790.9195,0.3566,-0.2,0.7
always green,791.82,5.34,794.49,0.0,-0.2,0.7
that don't mean they won't burn,793.56,6.019,796.5695,0.0,-0.3125,-0.7
especially when we've had no rain,797.16,5.179,799.7495,-0.296,0.0,-0.5
the country certainly looks pretty to me,799.579,4.32,801.7389999999999,0.6808,0.23214285714285715,0.7
pretty or not pretty,803.899,6.761,807.2795,0.1461,0.0625,0.8
you know they're in a bladed grass for a,807.56,4.12,809.6199999999999,0.0,0.0,0.3
where are you from,811.68,3.98,813.67,0.0,0.0,0.2
Philadelphia Philadelphia,813.899,4.68,816.239,0.0,0.0,0.4
feeling the depression back there sure,815.66,5.859,818.5894999999999,-0.2263,0.25,-0.7
are I'm at a job in six months,818.579,4.861,821.0095,0.0,0.0,0.2
It's mighty rough here,821.519,3.481,823.2595,0.0,0.15000000000000002,-0.7
we're right in the middle of the worst,823.44,3.72,825.3000000000001,-0.6249,-0.2380952380952381,-0.8
drought we've ever had all our water's,825.0,3.36,826.68,0.0,0.0,-0.8
except in the lake back to Town's place,828.36,3.18,829.95,0.0,0.0,0.2
oh I've heard a lot about that Lake,830.1,3.299,831.7495,0.0,0.0,0.4
that's where I'm hoping get a job with,831.54,4.38,833.73,0.4215,0.0,0.4
Tom Acres in the Tanbark business you,833.399,4.021,835.4095,0.0,0.0,0.4
know my mother used to tell me that when,835.92,2.88,837.36,0.0,0.0,0.2
she was a girl does your mother live,837.42,3.06,838.9499999999999,0.0,0.13636363636363635,0.2
here well she did when she was a girl,838.8,5.46,841.53,0.2732,0.0,0.7
I'm Danny Turner Lucy Hawk's son you're,840.48,8.28,844.62,0.0,0.0,0.4
oh well this is where I turned off take,844.26,6.96,847.74,0.2732,0.0,-0.7
this road here turn right pitch right to,848.76,4.44,850.98,0.0,0.2857142857142857,0.3
town please but I thought you said you'd,851.22,5.72,854.08,0.1655,0.0,0.2
take Tom's mail I picked it up in town,853.2,3.74,855.07,0.0,0.0,0.4
did it come what car the catalog catalog,906.959,9.961,911.9395,0.0,0.0,0.2
let me see it seemed like there was,912.839,6.12,915.899,0.3612,0.0,0.2
something for you,916.92,3.779,918.8095,0.0,0.0,0.7
uh the wishing book,921.92,3.659,923.7495,0.2263,0.0,0.4
afraid you're gonna have to wait a while,927.66,4.44,929.88,0.0,-0.6,-0.7
before you do any ordering from it,929.339,4.44,931.559,0.0,0.0,0.5
well it's like the man said,933.779,6.42,936.989,0.5574,0.0,0.3
Maddie says this year 1933 is going down,936.72,5.16,939.3,0.0,-0.15555555555555559,-0.7
history is the worst depression here,940.199,4.26,942.329,-0.8316,-1.0,-0.8
that this America has ever seen we,941.88,5.519,944.6395,0.0,0.0,0.8
totally care about history what did you,944.459,4.801,946.8595,0.5413,0.0,0.2
get for the cast,947.399,3.901,949.3495,0.0,0.0,0.7
well he wasn't very big he was five,951.3,4.86,953.73,0.2732,0.0,0.3
months old,954.06,5.579,956.8495,0.0,0.1,0.2
oh we couldn't patent him up Matt Cooper,956.16,6.96,959.64,0.0,0.0,0.3
how much did you get,959.639,6.56,962.919,0.0,0.2,-0.5
fourteen dollars,963.12,3.079,964.6595,0.0,0.0,0.2
fourteen dollars,967.94,3.42,969.65,0.0,0.0,0.2
that's less than seven cents a pound,971.639,3.861,973.5695,0.0,-0.16666666666666666,-0.7
Mary's the best I could do,977.579,3.38,979.269,0.6369,1.0,0.7
it's a lot better than nothing,983.36,5.919,986.3195,0.4404,0.5,0.7
Doris shut up that whistling and go and,987.24,3.779,989.1295,0.0,0.0,-0.7
see them hens have laid some eggs Matt,989.279,4.56,991.559,0.0,0.0,0.4
bring the groceries in,991.019,5.401,993.7195,0.0,0.0,0.4
hey who do you think I met up with today,993.839,4.981,996.3295,0.0,0.0,0.2
pick them up on the road and he gave him,996.42,6.0,999.42,0.0,0.0,0.4
a ride who Danny Turner Lucy hawks's boy,998.82,7.68,1002.66,0.0,0.0,0.4
a boy how old is he oh about 20. is he,1002.42,6.06,1005.45,0.0,0.1,0.4
good looking well I guess you'd call him,1006.5,4.38,1008.69,0.6124,0.7,0.7
that he's a spitting image of Lucy who's,1008.48,6.56,1011.76,0.0,0.0,0.5
Lucy Doris what did I tell you,1010.88,4.16,1012.96,0.0,0.0,0.4
where is he at gills,1017.06,4.699,1019.4095,0.0,0.0,0.2
went there looking for a job Tom's so,1024.16,6.639,1027.4795,0.0,0.0,0.2
broke he could use a job himself,1027.679,6.681,1031.0195,-0.4215,0.0,-0.7
but he suppose Gil will do,1030.799,3.561,1032.5795,0.0,0.0,0.3
I don't know,1036.199,2.781,1037.5895,0.0,0.0,0.2
but I wouldn't be surprised if this,1039.679,2.68,1041.019,-0.2498,0.1,-0.5
didn't lead to a killing,1041.179,9.661,1046.0095,-0.6597,0.0,-0.7
get your foot out of it I'm sorry I must,1086.74,4.9,1089.19,-0.0772,-0.5,-0.7
have made a mistake I'll say you did I,1089.36,3.72,1091.2199999999998,-0.34,0.0,-0.7
thought I told you to hit the road and,1091.64,3.539,1093.4095000000002,0.0,0.0,-0.7
keep going all right keep your shirt on,1093.08,3.839,1094.9995,0.0,0.2857142857142857,0.7
got a lot of nerve busting in here like,1095.179,3.421,1096.8895,0.3612,0.0,0.4
it was your own place all I did was take,1096.919,2.841,1098.3395,0.0,0.6,0.2
a little water,1098.6,4.56,1100.88,0.0,-0.1875,0.2
I have to pack that a half a mile packet,1099.76,5.56,1102.54,0.0,-0.16666666666666666,-0.5
yeah pack it carry it but he got a pump,1103.16,4.379,1105.3495,0.1531,0.0,0.4
right over there the wells dry well how,1105.32,4.68,1107.66,0.4767,0.10952380952380952,-0.7
was I to know I'm no mind reader first I,1107.539,4.741,1109.9095,-0.296,0.25,-0.7
get blamed for being jumped by a lion,1110.0,3.96,1111.98,-0.4767,0.0,-0.7
then I get pushed out of a wagon and now,1112.28,3.24,1113.9,0.0,0.0,-0.8
I get thrown out of here,1113.96,3.66,1115.79,0.0,0.0,-0.7
if this is your Western Hospitality you,1115.52,4.56,1117.8,0.0,0.0,-0.7
can you can have it I'll be lucky if I'm,1117.62,4.32,1119.78,0.4215,0.3333333333333333,-0.7
not shot before I get to Tom Eggers,1120.08,4.44,1122.3,0.0,0.0,0.3
place you're already got to it I'm Tom,1121.94,5.119,1124.4995,0.0,0.0,0.4
find about it,1130.94,2.9,1132.39,0.0,0.0,0.2
I'm Danny Turner,1134.72,6.74,1138.09,0.0,0.0,0.3
I sent you a telegram,1141.86,5.36,1144.54,0.0,0.0,0.2
two weeks ago,1144.26,2.96,1145.74,0.0,0.0,0.4
died last month,1191.0,3.14,1192.57,-0.5574,0.0,-0.7
she used to talk about you a lot,1212.86,4.559,1215.1395,0.0,0.0,0.4
it's about all she ever did talk about,1217.52,4.68,1219.86,0.0,0.0,-0.7
especially when things weren't going,1220.4,3.84,1222.3200000000002,0.0,0.0,-0.7
right for her,1222.2,4.49,1224.445,0.0,0.2857142857142857,0.8
thought about your fire,1229.34,6.02,1232.35,-0.34,0.0,0.4
he was killed by a truck a long time ago,1231.919,5.941,1234.8895,-0.6705,-0.125,-0.7
I didn't hear about it I mean,1237.86,6.24,1240.9799999999998,0.0,-0.3125,-0.5
the mother didn't write to me or,1242.179,3.981,1244.1695000000002,0.0,0.0,-0.7
but I put that bag down I'll get you,1246.5,3.96,1248.48,0.0,-0.15555555555555559,0.7
some supper,1248.36,5.36,1251.04,0.0,0.0,0.2
thank you Mr Angus,1250.46,3.26,1252.09,0.3612,0.0,0.7
I guess you have to take pot luck,1254.419,5.0,1256.919,0.4588,0.0,-0.5
I'm busy to go to town,1259.52,3.14,1261.09,0.0,0.1,-0.5
okay what it is this one is plenty of it,1265.94,3.73,1267.805,0.2263,0.5,0.7
I'm pretty hungry,1268.039,7.93,1272.004,0.4939,0.25,0.7
hey where you going with that water I,1276.58,5.8,1279.48,0.0,0.0,0.3
told you I have to carry the half a mile,1279.679,5.041,1282.1995000000002,0.0,-0.16666666666666666,-0.7
put it there with the door while it's,1282.38,4.02,1284.39,0.0,0.0,0.3
sunny will use it to Washington before,1284.72,3.78,1286.61,0.4215,0.0,0.7
we go to church,1286.4,3.54,1288.17,0.0,0.0,0.6
it's always sunny,1289.94,2.96,1291.42,0.4215,0.0,0.6
and now I've never seen so many stars in,1293.86,3.699,1295.7095,0.0,0.5,0.7
Philadelphia,1296.419,2.341,1297.5895,0.0,0.0,0.4
I trade them all for one good rain cloud,1298.76,3.72,1300.62,0.4404,0.7,0.7
by the way what are you doing in this,1302.48,4.14,1304.55,0.0,0.0,0.2
league of the Woods oh,1304.039,4.321,1306.1995,0.0,0.0,-0.5
I heard so much about it I guess I just,1306.62,3.48,1308.36,0.0,0.2,0.4
had to see it,1308.36,3.36,1310.04,0.0,0.0,0.7
I guess you know how rough things are in,1310.1,4.92,1312.56,0.0,-0.1,-0.7
the city now yeah I heard a little about,1311.72,6.48,1314.96,0.296,-0.1875,0.3
you're pretty bad that's why I came out,1315.02,3.85,1316.945,-0.0772,-0.22499999999999992,-0.7
here to ask you,1318.2,1.3,1318.85,0.0,0.0,0.2
what was that big cat,1321.86,4.679,1324.1995,0.0,0.0,0.3
is that the same one that jumped me this,1324.98,3.059,1326.5095,0.0,0.0,-0.7
are there any others around,1330.32,3.54,1332.09,0.0,0.0,-0.7
I don't think so,1332.059,3.48,1333.799,0.0,0.0,0.2
I haven't seen signs of money but this,1333.86,3.24,1335.4799999999998,0.0,0.0,-0.7
he wouldn't be here if it wasn't for the,1337.1,2.819,1338.5095,0.0,0.0,0.4
down here looking for water,1339.919,3.321,1341.5795,0.0,-0.15555555555555559,-0.7
good boy Spike,1373.159,3.26,1374.7890000000002,0.4404,0.7,0.8
that's the same cat,1377.539,3.38,1379.229,0.0,0.0,0.5
because pad marks I ever saw,1380.98,5.74,1383.85,0.0,0.0,0.4
hi Doris come over and look at the cat,1393.98,3.48,1395.72,0.0,0.0,0.4
lose any stock last night,1397.46,4.56,1399.74,-0.4019,0.0,-0.7
well that Cougar's been Raiden again,1402.02,5.1,1404.57,0.2732,0.0,0.4
look Doris over here he made a jump in,1404.179,4.921,1406.6395,0.0,0.0,0.7
nearly 20 feet,1407.12,3.72,1408.9799999999998,0.0,0.1,0.6
figure they must be close to eight feet,1409.1,2.64,1410.4199999999998,0.0,0.0,0.3
big cat big enough to pull down one of,1411.74,5.16,1414.32,0.0,-0.038888888888888896,0.7
our milk cows yeah while Tom fiddles,1414.5,5.28,1417.14,0.296,0.0,0.2
around making excuses well that was a,1416.9,4.5,1419.15,0.2732,0.0,-0.7
bargain wasn't it he was going to get,1419.78,3.48,1421.52,0.2023,0.0,-0.5
the cat while we work on the dam stop,1421.4,4.259,1423.5295,-0.296,0.0,-0.7
worrying I'll get it sure after we lost,1423.26,4.56,1425.54,-0.34,0.5,-0.7
half our stock what are you squawking,1425.659,4.081,1427.6995000000002,0.0,-0.16666666666666666,-0.7
about I didn't match the only ones lost,1427.82,5.219,1430.4295,-0.3182,0.0,-0.7
in his style this is no time to argue,1429.74,5.819,1432.6495,-0.5574,0.0,0.3
hello there young fella hello oh you,1433.039,4.5,1435.289,0.0,0.1,0.3
know Matt Cooper yeah yesterday let's,1435.559,3.901,1437.5095,0.296,0.0,0.4
meet the folks that's my wife how do you,1437.539,3.721,1439.3995,0.0,0.0,0.6
do Mrs Cooper howdy this is my daughter,1439.46,4.86,1441.89,0.0,0.0,0.7
Doris pleased to meet you same here pop,1441.26,5.34,1443.93,0.4404,0.25,0.7
says you're Danny Turner your mother,1444.32,3.96,1446.3,0.0,0.0,-0.7
used to live here but her name wasn't,1446.6,3.3,1448.25,0.0,0.13636363636363635,0.2
Turner was it,1448.28,4.279,1450.4195,0.0,0.0,-0.7
this is weird,1449.9,2.659,1451.2295,-0.1779,-0.5,-0.7
pleased to meet you,1453.94,3.42,1455.65,0.4404,0.5,0.2
you say your name was,1457.76,4.14,1459.83,0.0,0.0,0.7
